content,rate,rate_label,time,user_name,subject_id,anime_title,clean_content,segmented
回忆贴：首先是白毛，然后单元剧，再然后是有几集比较黑暗，细思极恐。伊蕾娜可爱捏。PS：2020年是个很特殊的年份呢。,8,力荐,2026-1-4 20:54,黄昏⁧喵⁦,292970,魔女之旅,PS2020,PS2020
经费挺足的治愈动画，而且op和ed好听，特别是ed有一种怪诞的感觉挺符合剧情，作为单元剧每集的小故事算是有趣，其中的一些暗黑童话挺好猜，就是第九话大晚上的真的给我吓到了,7,推荐,2025-12-28 01:45,黑芝麻凛,292970,魔女之旅,opeded,opeded
虽然没看过完全相同类型的动画，但类似还是看过不少所以很期待，这里就不列举了避免踩一捧一。感觉就是几个扁平的故事串在一起，既没有展现（或者说缺少）某种独特世界观的魅力，魔法好像就是个装饰，故事也就xx寓言、xx童话那样都是脸谱的人物加浅显的故事，合起来就有点味同嚼蜡了，可能就 op ed 好听。不是很能理解能上 7 分的理由(bgm38)。,0,未评分,2025-12-5 00:17,~翻~车~鱼~,292970,魔女之旅,xxxx op ed  7 bgm38,xxxx op ed 7 bgm38
"少见的灰毛，她的性格好讨喜，很少见不傻白甜，已经有点忘了其实，op挺好听的，手办出了好多，我也有一个taito的
然后依旧被西幻拿捏",8,力荐,2025-10-22 15:53,cici,292970,魔女之旅,optaito,optaito
标怎么莫名没了QAQ//虽然黑深残部分很突兀影响观感，但对我来说趣味还是几乎贯彻始终的，一口气看毕。ep7p1最佳。,7,推荐,2025-10-5 19:08,Monaka2671,292970,魔女之旅,QAQep7p1,QAQep7p1
"我终于懂为什么我朋友打游戏天天跟我念叨魔女之旅没有第二季了 岂可修 为什么不出第二季啊！ 有些单集很喜欢有些单集只能算是普通 不过伊蕾娜的可爱弥补了这一点 而且 我是河豚 美少女互动太有意思啦 因为看了奇诺之旅才想看的 看完只能说剧情确实比不了奇诺但是整体来说伊蕾娜这种人设我更喜欢一点 所以 私心 8.3//魔女之旅竟然都没看 所以说我萌二时期到底看了什么//ep3：温柔与美好在特殊时刻也会成为刺痛人心的毒药 ep5：平平淡淡才是真 能做喜欢的事真是太好了 结尾的樱花蝴蝶散落太美了(T＿T) ep6:奇诺之国有一集和这集蛮像的 谎言有恶有善 如同国门前的护卫所说 无法撒谎是世界太狗屎了
ep7:我还要脸所以不发太多了 总之我也想喝（划）",8,力荐,2025-9-4 21:45,Yasuhara_絵麻,292970,魔女之旅,"83 ep3 ep5  TT ep6   
ep7",83 ep3 ep5 TT ep6 ep7
（小说到14卷补）如梦似幻，很喜欢里面的一些故事，小说也很有趣，尤其是tv里的逆时钟，小说里几篇时间有关的，兽还有弗雷德利卡，当然4卷有m子在也很好，Monica相关也好，总之是有让人看下去的欲望,10,超神作,2025-8-23 16:14,LightningYu,292970,魔女之旅,14tv4mMonica,14tv4mMonica
第二季出了踢我wwwww,10,超神作,2025-7-28 22:58,Inspiration.,292970,魔女之旅,wwwww,wwwww
7.5分。首先说一下我认为魔女之旅的几个优点。最大的优点当然是伊雷娜的人设。没的说，真的可爱。这么说，不管在哪看到“魔女”这个词后，我在脑子里想象人物的形象绝对是以伊雷娜为基底的。就是很经典、很耐看、很有魅力。当然我还是得说，白石定规对人物性格的塑造我是不太满意的。总给人一种有智慧但不多、是天才但不强的感觉。另外一大优点就是旅行的氛围了。看动漫的时候看着伊雷娜骑着扫把路过一个个不同的城镇还是比较有感觉的，很“轻”。再加上我很喜欢的op，氛围感是很足的。但是，问题就在于白石定规也就能讲一些很浅的故事，情节只作为点缀。一旦他想讲点更深的、更复杂的故事，比如ep9，反而观感并不好。得说动画还是把沙耶的戏份拉得比较满，增添了些百合的情趣，不然的话故事的观感会更无趣的。我看结尾也是很明显的留了个未完待续的尾巴，但第二季也是遥遥无期，令人感慨。为什么不出呢？,7,推荐,2025-7-20 23:34,sxz,292970,魔女之旅,75“”“”opep9,75 “ ” “ ” opep9
7.4，因部分单集主观拉低‖首观于2024.7，二刷。形象塑造极度鲜明的作品。伊蕾娜卡哇伊deso，碳灰超好磕，制作精良战斗贴贴爆笑电击sm一个不少，剧情节奏把控不错，单元回主打一个不拖泥带水。ep12超爱，cv神级操作也把旅行的意义彻底创意性的表露了，如果就是这样我大概会给8分了……然后就为难制作组了，原作太多黑深残导致割裂感比较强，选取制作也比较克制了。说真的我魔抗很高，但是你突然来一个重口掉san我会怀疑自己的脑回路的说……割裂割裂割裂，主线连贯一点给点铺垫，然后再削减一下效果就好的多。或者你考虑单元回直接删了不选，你是想体现世界危险体现伊蕾娜的自我意识和成长不假，但是太极端了不。如果真的想体现绝不是这种方式，哪怕原创剧情也比这强，可惜吧，就这样吧，伊蕾娜可爱可爱给我回血。,7,推荐,2025-7-14 16:18,耳一羊,292970,魔女之旅,7420247desosmep12cv8san,7420247desosmep12cv8san
屑魔女...我觉得这部作品不太适合讲一些严肃的话题，类似ep4，ep8那种，一些轻松的小故事加上与沙耶的打打闹闹就挺适合的。ep12不错，不同时间线的伊蕾娜凑在一起，可以看到很多不同风格的伊蕾娜，挺有意思的,7,推荐,2025-7-8 03:44,坂上台风,292970,魔女之旅,ep4ep8ep12,ep4ep8ep12
除了ep3（下）关于幸福的寓言（对被不幸包裹的人，他人满溢的幸福反而是致命的诅咒）以及ep12平行世界（讨论道路与选择对人的塑造，也用邪恶伊蕾娜的和解展现了旅行的意义，很有公路片的味道），其余故事则很欠打磨很欠想象力，世界观架构也相对简单，没有充分利用魔法世界的创作空间，保持原速看完会有昏昏沉沉的感觉。关于伊蕾娜的塑造，虽然屑白毛挺可爱的，群友爱用的表情包也出自于此，但是人设还是有些割裂，一开始努力但反而因自己超然的天赋受到歧视，为成为魔女能压抑自己到这种程度的角色，在后续单元剧是这种性格有些没有说服力。而且ep3中对花田的危害视而不见的魔女，却在ep9里又多管闲事，去掺和十年来缠绕绞杀对方的“友情”，也稍显割裂。与沙耶相识的部分我也有疑惑，沙耶是偷窃完就与魔女分开，她如何保证魔女一定能找到她？因为孤独故意制造事故偷走魔女标志的说辞好像也不够充分。,5,不过不失,2025-6-14 01:00,里染天马,292970,魔女之旅,ep3ep12ep3ep9“”,ep3ep12ep3ep9 “ ”
美少女版キノの旅にしようとする姿勢はわかるが、結局はキャラもの、声優ものに堕ちたアニメだ。ヒロインが天才美少女という設定が、根から、人性や哲学や体験談など、旅物語（Road　Movie）のコア的な要素から離れているんだから。距離感、上位感、疎遠感がいつも、物語の上にかごっている。だから、その傍観から、ヒロインの人格にある魅力を感じることが難しい。そもそも、このアニメに何を求めているかは、見る前に決めたいこと。,6,还行,2025-4-27 03:04,因果交流のヒカリ,292970,魔女之旅,RoadMovie,RoadMovie
"【总评 7- / 10】儿童读物，适合不带脑子看，这样有些反转和惊喜还挺有意思的。//
前三集比较败笔，特别是ep3，切成几个小故事搞得虎头蛇尾的，不是很喜欢。不过后面感觉发力了，没前面那么无聊。旅行果然就是得再见旧友啊，与前面登场的角色相遇，由此引发出新的故事，这个套路很戳我。//
想看saya姐妹和伊蕾娜3p(bgm63) ep3评分5.5",7,推荐,2025-4-2 19:12,Anyeiss,292970,魔女之旅,"7  10
ep3
saya3pbgm63 ep355",7 10 ep3 saya3pbgm63 ep355
(7)和tako一起看的。伊蕾娜太可爱了（人设番）,7,推荐,2025-3-28 22:52,SmallCui,292970,魔女之旅,7tako,7tako
还行，有点像公路片，一集到地一个故事，白毛女主很可爱，可能是纯动漫党的原因，没咋能get“屑魔女”的“屑”,7,推荐,2025-3-10 23:52,Adler,292970,魔女之旅,get“”“”,get “ ” “ ”
好看，伊蕾娜可爱捏sukisuki,8,力荐,2025-3-1 11:41,xaoma,292970,魔女之旅,sukisuki,sukisuki
6+。公路片+寓言+百合+卖人物。相比于其他公路片，我觉得本作是剧情服务于人物，从结果而言也是伊蕾娜的个人魅力高于故事质量。日常向、欢乐向的故事观感较好；反之除了ep9外的各种黑深残剧情、说教味重的寓言、白开水般莫名其妙的故事都挺无趣的。叙事平淡，演出乏味，伊蕾娜就像个摄像头一样。ep3、4尤其不佳，在这里感觉把伊蕾娜的形象塑造歪了，早期以为伊蕾娜是混沌中立：怕麻烦，冷眼旁观，行事随性甚至有些冷酷。但到后面发现不这样，诚实之国的表现、ep9的崩溃、ep12与自己的和解都证明了屑魔女还是比较纯洁善良的。受累于此，伊蕾娜的人物形象一度是有些飘忽不定的，幸好ep12补上了关键一环。另一个缺憾是成长要素应该有但是表现得非常隐晦且薄弱。为数不多的看点都在欢乐向的内容上了，不论是搞百合营业，或是卖美少女福利，还是反应伊蕾娜的“屑”本质的人物互动，都做的不错,6,还行,2025-2-12 23:28,微风祈愿,292970,魔女之旅,6ep9ep34ep9ep12ep12“”,6ep9ep34ep9ep12ep12 “ ”
7.6          最大的卖点就是小动作多且表情丰富的伊蕾娜了，有点屑却非常可爱，op中小碎步下楼梯和指挥的样子很难不喜欢。本作将伊蕾娜的形象刻画的极其立体，但是与此相比，剧本的不成熟突出的较为明显，即使第九集的黑深残也没能够给人虎躯一震的刺激，犯人的真相与结局虽然有反转但足以在人意料之中。萌豚百合整的很不赖,7,推荐,2025-2-10 10:23,雪夜巧梦白,292970,魔女之旅,76          op,76 op
伊蕾娜是intj，这么明显的高fi，intp可没有，infp也做不到ni的淡然，其实她前期就是很典型的intj，被老师开导以后才愿意放开自己表现随缘且淡然，逐渐看起来像p人,10,超神作,2024-12-16 09:44,星辉拂月,292970,魔女之旅,intjfiintpinfpniintjp,intjfiintpinfpniintjp
一般公路篇都有一股统一的基调，然而本篇不同单元剧差异有点大，ep3 ep4 ep9这类BE穿插于偏欢乐的单元剧之中，和伊蕾娜的人设不太搭，也很难说这些事件对伊蕾娜或者伊蕾娜对事件起了什么影响。正经的主线单元剧质量不高，更倾向于卖人设,5,不过不失,2024-12-6 03:40,wingwing,292970,魔女之旅,ep3 ep4 ep9BE,ep3 ep4 ep9BE
VCB-Studio,0,未评分,2024-10-11 12:50,像这样我听见,292970,魔女之旅,VCBStudio,VCBStudio
公路片，有少量高光回，伊莲娜还是挺可爱的www；OP很好听,7,推荐,2024-10-3 14:23,LunarShaddow🌙,292970,魔女之旅,wwwOP,wwwOP
10，当时刷b站刷到了大致是伊蕾娜xx秒心动挑战的剪辑，觉得很可爱然后就追了，记得BGM好像是星茶会。不给10分的话也太虚伪了（,10,超神作,2024-9-8 10:07,MKS,292970,魔女之旅,10bxxBGM10,10bxxBGM10
看的第一部卖人设的番了属于是，本渡枫的声音真好听吧，op上田唱的也不错吧，第二季呢？c2c和gagaga,8,力荐,2024-8-20 00:13,小内与夕湖酱,292970,魔女之旅,opc2cgagaga,opc2cgagaga
normal,6,还行,2024-8-18 20:17,恶俗哈基米,292970,魔女之旅,normal,normal
"ep3.伊蕾娜：“多谢款待，非常好吃” 女仆： “谢谢夸奖”
这两句台词就是本片“烂”的缩影",2,很差,2024-7-24 14:36,辰砂,292970,魔女之旅,"ep3“”  “”
“”",ep3 “ ” “ ” “ ”
"24.5-6 5  剧情就是一坨，一会百合一会黑深残，意义不明。制作也不太行。
优点：伊蕾娜很可爱，op 、ed、配乐好听",5,不过不失,2024-7-7 19:11,distortion!!,292970,魔女之旅,"2456 5  
op ed",2456 5 op ed
大和号以来的日本动画大致有两股潮流，即改变世界与改变自己，其中前者来自于对社会的不满，后者则可看作是前者失败（学潮退去）以后的结果。本作的有趣之处则在于同时放弃了两者，既不改变世界（对此表现得毫无兴趣），也拒绝改变自己（体现为主人公的自恋），一味地游荡在人生之外的世界（伊蕾娜对小说的执着），沉浸于虚构出的旅行者·魔女身份中（唯有魔女这般上层阶级方能悠然观察人生），正可谓悲观的乐观、消极的积极。由此，最后的敌人是“残暴的我”也就不足为奇了，因为她产生了不满足的心理，试图改变世界与自己。反对者大概会指出此种风格反映出了精英阶层的懦弱吧，不过我非常喜欢这种不肆意审判人与事物的风格。当然有ep6这种集数在，有可能上述一切都是我自作多情了。“我还想继续旅行，想悠闲地做自己喜欢的事。总感觉要是察觉到什么，我自由的旅行就会结束…” “愿我今后依然只是一介旅人。”,7,推荐,2024-5-3 16:54,鹤鸣,292970,魔女之旅,“”ep6“” “”,“ ” ep6 “ ” “ ”
屑魔女daisuki,8,力荐,2024-4-16 20:46,和泉纱雾FAQ,292970,魔女之旅,daisuki,daisuki
单元剧很不错呀，除了一两集叙事有点不尽如人意都还很好。主要是伊蕾娜太可爱了啊啊啊，站在那里不动就已经俘获了我的心！！整体轻松愉快，偶尔还能发发糖，大部分时间都可以欣赏一个拥有一头灰色头发正在旅行的魔女的绝世美貌，是谁呢？没错，就是伊蕾娜哒！对上XP是这样的55555,8,力荐,2024-3-18 22:26,isshiki_i,292970,魔女之旅,XP55555,XP55555
"整体成熟的放松番，如同一颗水果糖，虽然廉价（制作上并不廉价），但是解馋、有趣
全篇没有事故，这是基本的。剧情上勇于尝试暗黑向——即使节奏略赶（如第9话与《倾物语》对比）——这是我给8分的一大原因。伊蕾娜很棒，这是其二。作画成本也不低，这是其三。
作为我的8分守门员，这部作品也暴露出单元布局的通病：Tempo！还是赶。当然，作为纯商业作品这是无可厚非的，同理暗黑向部分的深度也受限。
清松宜人，细节丰富，作画精细，老婆可爱，8.0分",8,力荐,2024-1-31 18:40,mama,292970,魔女之旅,"98
8Tempo
80",98 8Tempo 80
女主9.9分，剧情8分，bgm很好听，总的来说非常不错,9,神作,2024-1-31 13:52,kimi li,292970,魔女之旅,998bgm,998bgm
很喜歡這種風格的，第九集的表現甚至超乎想像的好。有Happy end的故事也有bad end的故事。,7,推荐,2023-12-20 21:38,TinyYana,292970,魔女之旅,Happy endbad end,Happy endbad end
伊莲娜老婆是真可爱~魔女之旅虽然是公路片，但比其他同类的少女公路片剧情上要弱很多。要么降智，要么强行黑深残，寓言故事也都太肤浅；要说专注于温情搞笑，那全程都和沙耶百合卖萌会更好，可惜也没贯彻始终。整体来说比较杂糅，没有统一主题。但是伊莲娜确实是那么多公路片主角最萌的一只（sry千户和奇诺）。本mmr很喜欢,7,推荐,2023-11-4 13:44,情报强者爱丽丝,292970,魔女之旅,srymmr,srymmr
白开水公路片，寓言完成度也太低了，弱智大白话堪比小学生作文，奇诺之旅最高大上的一次。女主自身的塑造相当割裂，过客思维也融入不了基本的故事逻辑，得亏是个白毛自恋美少女，卖点萌搞百合也算基本盘了。1师傅斗法告别忍让2特产下跪收徒自得活学活用百合寂寞3魔花杀人划水跑路贪财女主色批村长奴隶绝望4王女悲恋沙爹灭国5装逼追逐纯粹爱好同门献花6真话结界痴女求婚舔狗魔女撩脖卖姬7平胸笑话拆表白墙踩酒营销弱智互掐8人偶XP弱智探案变态割发9穿越过去创造新线强行黑残圣母上身10前代百合弱智抓贼11互换发情姐妹百合神必自由12平行世界分身大战创伤心大标题回收白毛挖坑,4,较差,2023-9-28 10:45,φbo2,292970,魔女之旅,12345678XP9101112,12345678XP9101112
作为公路片来说，故事未免太无聊了，伊蕾娜是唯一亮点。伊蕾娜接受芙兰的挫折教育，修行成功后踏上旅途；在只有魔法师能进入的国家，遇到了想要朋友的沙耶；看到被鲜花蛊惑并逐渐被吞没的群众后，选择默默的离开；少爷给被欺负的奴隶尼诺播放美好的画面，导致其更加绝望；早已亡国的公主在恢复记忆后疯了(恋人被父亲烧死，便诅咒父亲变成怪物并吃掉子民)；与芙兰短暂交流后再次踏上旅途；在只有实话的国家遇到沙耶，然后让国家恢复正常(潜入的方法是“断章取义”，无力吐槽)；城市中央建起高墙，东西两边各不顺眼，最后因为刻字/划字的次数太多，导致高墙塌了，然后隔阂就nm莫名其妙消失了；脚踩葡萄汁，互扔葡萄后消除矛盾；抓住并处罚偷发贼；艾斯特尔穿越到过去消灭反社会朋友瑟妮；解决芙兰与席拉之间的矛盾；伊蕾娜与沙耶互换身体，最后解决麻烦(tmd这媚药是对魔女不起作用吗？)；解决暴力的自己。,4,较差,2023-9-17 23:51,牛子豪,292970,魔女之旅,“”nmtmd,“ ” nmtmd
A-（8.1）公路片，整体观感良好，单元剧故事挺平平淡淡的，除了ep9那个故事波折比较大，基本就是伊蕾娜每到一个国家并展开一段奇妙的故事，其实也挺好的，故事平淡但不无聊，期待续作。,7,推荐,2023-9-17 13:15,沢近愛理,292970,魔女之旅,A81ep9,A81ep9
"5,6,7,8,10,11,12
这几话是确实没有什么致郁成分的，观感也确实不错，不过其他几话的致郁实在是太多了。
“该作以连作短篇集的形式撰写，一方面是因为他觉得这样比较容易让人拿上手，阅读起来也比较轻松；另一方面也是因为他想在书中同时写下快乐的故事和黑暗的故事。”维基上的介绍也确实描述了这部番的特点。
只看上面的几话的话我感觉是可以给到8甚至9分的，作画很精良，剧情也不错。但是加上了这几个黑暗的故事之后确实只能给到6分。
这部作品其实也是很真实的反应了一般人的心理吧，有美好的憧憬，也有黑暗的角落。
PS：沙耶我真的好可！",6,还行,2023-9-3 02:38,,292970,魔女之旅,"5678101112

“”
896

PS",5678101112 “ ” 896 PS
"op很好听，公路片让世界观设定没有那么多限制，整体观感尚佳，白毛魔女属于是靠颜值俘获观众了，包括我  : D 
颜狗还是太多了（）",7,推荐,2023-4-5 10:08,AimiKawa,292970,魔女之旅,op   D,op D
补标，连载的时候追了大部分，剩下三集最近才看完，听说前面剧情逻辑有点问题，虽然看过也忘得差不错。往轻百合方向的修改策略很正确，台词设计挺不错，小表情很多，get到萌系轻百的表现核心，使得观感维持在一个不错的水准上/12可能性弥补缺憾，即便可能只是一种自我安慰的幻境；不同属性的我的设计很棒，给角色厨们喂得饱饱的，愿望之国唤出了不同的我的愿望，涉及人的统一性问题，设定超棒，完成度也可以，看起来有二期,6,还行,2023-3-21 13:03,TOBE,292970,魔女之旅,get12,get12
"魔女之旅
剧情（权重0.5)：7
画面（权重0.2)：8.5
音乐（权重0.2)：8.5
题材（权重0.1)：6
加权总分：7.5
bgm评分：8（8.35-7.5)",8,力荐,2023-3-18 17:52,雪兔睿睿,292970,魔女之旅,"057
0285
0285
016
75
bgm883575",057 0285 0285 016 75 bgm883575
undefined,7,推荐,2023-3-16 15:45,秋田君,292970,魔女之旅,undefined,undefined
奉劝千万跳过第9话，一下子tag不会给了。我当儿童读物看得好好的，啃了一大半发现夹了块*，实在是大失败扣1分。,6,还行,2023-2-24 11:05,HoloSage,292970,魔女之旅,9tag1,9tag1
不过不失。单回讲故事能力在7分档中真是低下水平，但s1整体构成还是可圈可点，至少圆得回来。ep12单声优回也是经典，卖人设的作品CV功不可没。美术和战斗印象深刻，整体经费充足。此外，媚宅元素过多也是如今很多动画的通病了，明明可以成为既清新又温馨的公路作品，实在遗憾。居然还有s2的样子，但应该不会追了。,5,不过不失,2023-2-2 14:04,龙族小手,292970,魔女之旅,7s1ep12CVs2,7s1ep12CVs2
T2  8.0分,8,力荐,2022-11-4 19:38,Yushiro Yukina,292970,魔女之旅,T2  80,T2 80
too much water,4,较差,2022-11-3 18:57,罗纳尔多,292970,魔女之旅,too much water,too much water
伊蕾娜桑kawaii捏,8,力荐,2022-10-27 00:35,落影寻踪,292970,魔女之旅,kawaii,kawaii
从头到尾做到了每一个故事都足够有趣的优秀单元剧--格利弗游记魔法少女版。本渡楓在EP12的一人22役堪称业界楷模，尽显其声线的可延展性。EP1的魔法使打戏也非常精彩，在我的观感中业界对于魔法师战斗的把握一直是弱项，要么平淡的对着空气大诵咒语之后放烟花，要么变成近战法师激情对砍。而本作的魔法战斗优雅且流畅之余又不失紧张刺激，以传统施法的方式进行但又在画面与节奏上做到了创意，整个斗法流程让人拍案叫绝。,8,力荐,2022-9-9 04:27,苡月,292970,魔女之旅,EP1222EP1,EP1222EP1
真好看，本渡枫yyds，第二季gkd,7,推荐,2022-7-24 10:32,fujimiya,292970,魔女之旅,yydsgkd,yydsgkd
2020.10.04-2021.01.07 198.5sc (剧情:93 画风:94 人设:94 综合:92 平均分:8.4 最终印象分:8.7),7,推荐,2022-7-5 16:56,leafani,292970,魔女之旅,2020100420210107 1985sc 93 94 94 92 84 87,2020100420210107 1985sc 93 94 94 92 84 87
前天看到第五话，难掩失望之情，虽然名字好听，故事都是我见过的，甚至还有我自己写过的。毛毛说这个据说是奇诺之旅lite，我虽然也觉得奇诺动画渣，这部更远不如奇诺的小说版了。突然风格变换，以及后半出现了角色的再会以及the Journey of Elaina但又不是Elaina的旅途故事，刚觉得有点点起色，12话中间睡着了一小会，很快被口水呛醒，你这样不行啊，虽然剧情是女主睡着了，观众也睡着了是闹哪样,6,还行,2022-6-11 03:27,马修修,292970,魔女之旅,litethe Journey of ElainaElaina12,litethe Journey of ElainaElaina12
观感很好，人设很棒。OP 挺洗脑，ED 的古典风编曲很赞。,7,推荐,2022-6-4 14:44,yurzhang,292970,魔女之旅,OP ED,OP ED
ep8之后的几集给人的观感都比前面的差好多//ep9虽然从前面的剧情就看出来这是一部黑童话，但是这剧情真是人能想出来的吗，结尾有点圣母内味了，不过不至于看不下去，还有3集希望故事剧情发展能正常点,6,还行,2022-5-18 21:59,AbleO,292970,魔女之旅,ep8ep93,ep8ep93
"别总是跟奇诺之旅比了，两者除了都有旅行元素，主要卖点都不一样，单纯比剧情那是在欺负人。
//就目前来看，有趣的人设、生草的脚本、轻百合这些才是这部剧卖点，典型就如ep11。
//屑魔女伊蕾娜人设很讨喜（+1分）。",7,推荐,2022-5-15 18:36,BlackCat,292970,魔女之旅,"ep11
1",ep11 1
2022.03.31-01 2到12集二倍速。碎碎念：https://bangumi.tv/blog/309188,8,力荐,2022-4-1 21:27,DevilPaean,292970,魔女之旅,2022033101 212httpsbangumitvblog309188,2022033101 212httpsbangumitvblog309188
质量上乘的百合公路片，tomoyo的痴女弟子也很有趣,8,力荐,2022-3-31 14:25,正二位足利権大納言尊氏,292970,魔女之旅,tomoyo,tomoyo
"嗯,除了画面以外所有地方都是万策尽水平。
剧情只能用弱智来形容
刷本专用番+1
op好听+本渡枫+1",4,较差,2022-1-18 13:46,优秀的黑羊,292970,魔女之旅,"1
op1",1 op1
イレイナ的人设太棒了（あずーる老师的插画是壁纸常客，现在正好在用pid91108963图2当平板壁纸），本渡楓声音好听，制作也不错，这些保证了观感的下限，看得很开心。然而可能受限于原作水平，剧情只能说是中规中矩，我甚至觉得随便搞点废萌、美少女贴贴都比这个强。深度和《奇诺之旅》不在一个水平上，没有什么比较的意义，原作作者真应该好好谢谢插画师和动画制作公司。期待二期继续看会动又可爱的白毛屑之魔女b38,7,推荐,2022-1-13 01:01,N,292970,魔女之旅,pid911089632b38,pid911089632b38
可恶我觉得伊雷娜好可爱啊..最后一集感觉是全片最具想象力的哈哈//第七集后半英雄所见略同(bgm89),7,推荐,2022-1-11 16:27,某经济的消费函数,292970,魔女之旅,bgm89,bgm89
