content,rate,rate_label,time,user_name,subject_id,anime_title,clean_content,segmented
少女乐队才不是这样的！伙伴之间本该好好聊天、彼此靠近，一点点升温好感，一边感慨着女孩子之间真好啊，一边齐声喊着一定要一起登上武道馆的誓言。最后在万众瞩目的舞台上完成一场完美演出，大家热泪盈眶，心意相通、彼此依靠，结成牢不可破的羁绊，这才是少女乐队该有的样子。可 Mujica 怎么一上来就登上武道馆？！为什么队员之间要一边喊着“命运与共”“要组一辈子乐队”，一边说着“从来没觉得玩乐队开心过”然后互相拉扯、互相折磨，把彼此都弄得遍体鳞伤。少女乐队根本不是这样的，我不接受！,0,未评分,2026-4-12 21:23,Karee,454684,颂乐人偶,Mujica “”“”“”,Mujica “ ” “ ” “ ”
"你能回去救救那个25年1月还没点开母鸡卡的我吗？（×）
剧情相当之抽象，说白了，只看ep1和ep13，对这部番主线的理解没有任何影响，但把2-12看完，只能说气笑了，柿本广大我恨你。谁家角色塑造可以在系列第二季给你开倒车的？原C团开始春日影的时候更是闹麻了，别祸害mygo和爱音了行不？
大祥老师为戏份过多的主要受害者，整部剧充满了回旋镖，和另一位大喊着让队友相信自己的“卡密撒嘛”塑造不相上下的意义不明，惨；初华大人歌好听，身世太抽象了，烂活不评价；大猫老师好啊，爵士毫猫！米泽茜大人我喜欢你！睦睦也是戏份过多的受害者，双重人格鉴定为柿本精神也不正常，但Mortis可爱；对海铃的印象除了传奇雇佣兵外没啥特别的记忆点，感觉被写成为了让神人扎堆的A团重新组团的工具人，惨惨的，怀念mygo时期的可爱。",4,较差,2026-4-10 14:11,予禾,454684,颂乐人偶,"251
ep1ep13212Cmygo
“”MortisAmygo",251 ep1ep13212Cmygo “ ” MortisAmygo
在mujica的几集中，我经历了质疑小姨到崇拜小姨的心态转变，反正已经这样了，干脆咱们就把小姨和家族戏端上来吧这样还能乐乐//一年后评价，在我看过的区一样的动画里也算是最区的那种，一年后我还是会给出烂完了的评价，自家邦邦的优良传统一个没看到，基本的故事也没有讲好，烂穿地心,1,不忍直视,2026-4-7 21:46,一般路过观众,454684,颂乐人偶,mujica,mujica
就喜欢戏剧性强的，看完这个回想mygo的剧情感觉是一眼望得到头，这个处处是反转，如果mygo都能有8分，那这个得10分,10,超神作,2026-4-7 20:16,生命无法承载意义,454684,颂乐人偶,mygomygo810,mygomygo810
赶紧和mygo切割，别把mygo的评价带低了,1,不忍直视,2026-4-5 11:29,别闹0w0,454684,颂乐人偶,mygomygo,mygomygo
这个开头节奏一般啊说实在的//一帮神人，于mygo更甚//精神分裂什么的不会是机械降神方便换人设吧……//如果这部番叫mygo2我会觉得它相当不错，但作为mujica自己的动画，mujica那帮人到底都在干什么啊//ep7:前面硬包饺子让我觉得乐，莫名其妙的回心转意和心有灵犀让我觉得怪，结尾live鬼嚎我没忍住直接爆粗口了//ep8：总算开始干正事了，只是这给我干哪来了//ep9:没一个诗人//所以你们到底为什么要组mujica？///2026.4.5，还是看完吧//跟朋友连麦看完了，这种乐子片就是得有人一起吐槽才能看得下去。看完感觉最后三集很有巧思，舞台式的独白，倒转的op和ed，live的设计，可惜这个剧情实在是烂泥扶不上墙，尤其是如果整个故事被定位为一个沉重的“成人式”的故事，这种不讲道理的皆大欢喜算什么呢,3,差,2026-4-5 00:45,再说吧,454684,颂乐人偶,mygomygo2mujicamujicaep7liveep8ep9mujica202645opedlive“”,mygomygo2mujicamujicaep7liveep8ep9mujica202645opedlive “ ”
"nmlgb
柿本广大你他妈在拍什么?？",1,不忍直视,2026-4-4 19:53,无捞湿,454684,颂乐人偶,nmlgb,nmlgb
祥子负责拉引线，喵梦负责点火，你俩纯祸害。纯粹的商业行为与私欲的结合，没有一点乐队的样子。//用脚写出的剧本，还连累了mygo。//两季看下来还是猫猫最好最纯粹，也最有少女有乐队该有的样子。//番名叫mujika，结尾却是mygo在致谢，13集，你mujika又有多少内容呢。,3,差,2026-4-3 11:11,江上客,454684,颂乐人偶,mygomujikamygo13mujika,mygomujikamygo13mujika
"8.5 去现场看了对邦live // 就放轻松不带脑子不思考地看，完全让氛围带着走，观感挺有意思的。猫猫那句""有趣的女孩子""好精髓。// ep.6之前的观感太棒太精彩了",8,力荐,2026-4-2 11:24,团子,454684,颂乐人偶,85 live   ep6,85 live ep6
ADHD: the anime. 哦乐队理念之争，选择流量还是艺术；哦关注留守儿童心理问题，若叶睦只有我才是你的朋友啊；哦废物生物爹，阴险生物爷；哦crychic复权派，小祥你幸福吗；哦三天三夜，大卖女同；哦演技怪物，ptsd；哦想要归宿，想要信任；哦成为真物，自我和解；哦强健虾仁犯，不要夺走我的小祥（推）；哦八点档开播，我是你爸爸。最后一件事也没讲完，真的第一次见这种动画，开了眼了,4,较差,2026-4-1 09:03,天狗ブラン,454684,颂乐人偶,ADHD the anime crychicptsd,ADHD the anime crychicptsd
253.（2026年3月）对我来说，mygo之所以曾经打动我，是因为成员尽管都有着各自的烦恼与欲望，但最终都能抛下执念，组建救赎彼此的团体。而mujica则不然，它任凭成员的欲望发展，使得团体成为了每个人的欲念集合物。故事应首重情节逻辑和人物形象，但编剧却为了矛盾冲突将之全部抛于脑后。尽管a团几乎所有人都在说“除了ave mujica，我已经一无所有”，但还有点理智的观众都知道：这个世界是没有不组少女乐队就活不下去的人的。由爱造就的故事或许并不总会好看，但一个故作仇恨的故事，是一定不尽如人意的。,5,不过不失,2026-4-1 05:50,橘希实香,454684,颂乐人偶,25320263mygomujicaa“ave mujica”,25320263mygomujicaa “ ave mujica ”
"ep13所以你这季到底演了些啥呀, 直接吧ep13接在mygo第13集后面有任何问题吗? / ep11是小姨!(狂笑 / ep9观感诡异, 节奏稀烂, 我推怎么似了, wsd救一下呀, 救救mjc动画和睦宝吧(大哭) / ep8, 之前在担心睦宝别死, 现在要担心莫宝别死了(悲). 诶呦还有诱拐看的, 你海姐成搞笑女+诱拐犯了编剧你有什么头猪吗(乐 / ep7, 前面素祥sox看立了, 后面羊姐唱歌听乐了. 千早女士和三角女士决战挺王之巅喵 / ep6, soyo, 伟大! / ep5, ep4退团的逻辑还是有问题，不过这集的节奏不错，之前抄底的灯祥素睦股赚麻了，调回10分喵 / ep4, 第一遍看感觉节奏太快了, 第二遍看感觉逻辑勉强能说的通, 但节奏还是有问题, 谨慎调低期待喵 / ep3, 睦宝美神降临, 单推了. 诶你怎么似了 /ep2, 睦",9,神作,2026-3-30 11:15,j0fish,454684,颂乐人偶,ep13 ep13mygo13  ep11  ep9   wsd mjc  ep8      ep7 sox    ep6 soyo   ep5 ep410  ep4      ep3    ep2,ep13 ep13mygo13 ep11 ep9 wsd mjc ep8 ep7 sox ep6 soyo ep5 ep410 ep4 ep3 ep2
补  才发现居然没给宇宙神作母鸡卡评分，想说的其实不多，在mygo的短评里写过其优点在于整活和没活取得了不错的平衡，与母鸡卡的缺点对比鲜明：平衡被打破，为了整活不择手段。 //  如果要总结的话，母鸡卡就是堕入了最无聊最狗血的「三流都市情感剧」窠臼，声泪俱下的情感爆点能幻视出一万种“XX卫视正在热播”的荒谬感。 //  当然对我来说没那么意外，本来mygo就是走钢丝取得的成功，或者说是这类型下极少数打破我刻板印象的的作品，所以母鸡卡越看越是感叹——终究还是那些东西。,4,较差,2026-3-27 01:58,永生横纵家,454684,颂乐人偶,mygo   “XX”   mygo,mygo “ XX ” mygo
"第一集就开始爆啊
说正经的，ep1节奏是真的快，情绪渲染在这个节奏下尽管已经做得很好了，但是真的不太行，以及祥爹这个角色实在脸谱。而且似乎因为本土三集连播导致第一集断章很怪，潦草。
ps.喵梦老师开盒开得好啊，这难绷假面我是真不想看
7分观望等后续
我不好说，作为乐子人看的很开心，搞笑冻鳗

“无法预测的命运之舞台”",4,较差,2026-3-25 01:54,Ptlee,454684,颂乐人偶,"ep1
ps
7


“”",ep1 ps 7 “ ”
果然神经病是会相互吸引的，跟祥子关系越深，越不正常(bgm38),5,不过不失,2026-3-25 01:06,ipcjs,454684,颂乐人偶,bgm38,bgm38
"刚看完几部好看的番，我已经升华了，现在来降低一下审美阈值 #2026.3.16
第十集莫名和解讲得有点迷糊，几个人情绪不太稳定。终于听到小祥之歌原版了，初华大人伟大的嗓子，睦合体那段太震撼了 #2026.3.21
看第11集美美睡着了，13集live宣告封顶，运镜神了（灵感股除外） ，天球一出来耳朵直接怀孕了，后面的两个live巨爽，上大分 #2026.3.22",7,推荐,2026-3-22 21:57,maoHa1,454684,颂乐人偶,"2026316
 2026321
1113live live 2026322",2026316 2026321 1113live live 2026322
剧情没得说，但是，我认为没有参与过2025年1月至3月的mujica剧情分析汴京的人生是不完整的，我觉得大伙对他的讨论的热情远远大于了这番本身的质量，完全可以当作一个互连网现象级事件载入追番史册,3,差,2026-3-21 11:50,IRNibuki,454684,颂乐人偶,202513mujica,202513mujica
"播前因为音乐风格对胃和前作非常期待，播之后周周开语音大批判，最后几集已经被气笑得逗乐了，只能说能凑齐这么一窝子神人也不容易。
能不能搞懂一点，大伙是来看少女乐队的，不是看几个高中女生为爆而爆的，能不能看完之后留给大家的印象好歹有点“哎这种青春的感觉真好”，而不是哈哈SAKI酱SAKI酱SAKI酱……
还有续集，我服了，我爆金币行了吧……",2,很差,2026-3-19 15:00,十月疯兔,454684,颂乐人偶,“”SAKISAKISAKI,“ ” SAKISAKISAKI
看完热 感觉歌曲很好听 我要大听特听；都说吃屎，我怎么没吃到呀（）我感觉还挺好看的 //p9&p10 虽然很乱但是我没有带脑子看，就好比有的侦探小说为了营造出非常戏剧化的局面多多少少有点bug //p5&p6 小睦好可爱呀 //p3&p4 惊掉下巴了(⊙o⊙) //p2 小睦o(╥﹏╥)o对小睦好一点听到没有,7,推荐,2026-3-18 00:01,神聖星月ちゃん,454684,颂乐人偶,p9p10 bug p5p6  p3p4 o p2 oo,p9p10 bug p5p6 p3p4 o p2 oo
在阅读了给海玲补设定等等的一大堆访谈后又看了一遍，然后又成功的被气笑了一次。这可能是我看过的所有作品中烂的最糟糕的一种情况，不仅没有很好的表达出它想表达的内容，甚至都没法让观众知道它本来是想要表达什么，其他的大多偏题作文还能看出良好的本意是如何被执行坏的。开始时没有一个人懂得这位“虽然被当做笑柄却很悲伤的人物”到底是如何“盲目痴愚”，以至于我现在一想到lofter上几乎所有的海希文都被官方人设给强行背刺时就有一种丰收的喜悦，搞半天原来“影色舞是怎样写成的”这个癫文才是最忠实原作的二创啊。,0,未评分,2026-3-17 00:45,Orange_JAMGO,454684,颂乐人偶,“”“”lofter“”,“ ” “ ” lofter “ ”
"演出依旧顶级
剧情安排和观众预期严重不符，节奏也有严重问题，摘面具居然被安排在了一开始，浪费了这么好的爆点，mortis的事太拖沓，mygo相关情节太少，两个团的矛盾明明也是很好的立足点
如果一开始正常演出就好了，表面上蒸蒸日上，顺便铺垫矛盾，中后期借摘面具把mortis三角初音mygo的矛盾一口气爆掉，包吹爆的，可惜了，真的是很好的题材，前作铺垫的太好了
也没看明白sumimi和森美奈美的女儿怎么就糊弄过去了，最后一集紫色短发婊子看若叶睦的眼神也很奇怪，感觉是给下一部铺垫，但愿不是高估了这监督",6,还行,2026-3-14 13:04,随便,454684,颂乐人偶,"mortismygo
mortismygo
sumimi",mortismygo mortismygo sumimi
高开低走，煽情的铺垫和刻画不如mygo，第七集包饺子环节有点过于突兀了，看到第10集的观感是：没一个是人，太癫了，全是回旋镖。但是到这里还能接受吧！毕竟个人看番比较乐子人，离奇的剧情和神展开反而很对我的胃口，不过11-12集的剧情跟吃了菌子写出来的一样，看得人不明所以。不过言归正传，live是真好看，银河战舰名不虚传。mygo强就强在能够把写得很炸很离奇的剧情圆回来，甚至非常感动，母鸡卡是不停地炸不停地爆，往越来越离谱的方向发展，然后最后突然重拿轻放，就大团圆了……我大概一辈子也忘不了mygo了,6,还行,2026-3-11 22:29,洛汀,454684,颂乐人偶,mygo101112livemygomygo,mygo101112livemygomygo
很难说我创建bangumi的号有没有你的一份功劳，只能说现在给你打一分的我很开心,1,不忍直视,2026-3-10 02:25,克劳德块,454684,颂乐人偶,bangumi,bangumi
【A-】制作组的自嗨之作，必须费心思诠释、填充才得以完成的作品。用各种戏谑、割裂却无比诚实的塑造，描绘一场被纵容的、表演性的反叛，与五个退行的、尚未融入秩序的婴孩。心照不宣的虚伪构成新的真诚，自私、怯懦的他者成为对自身的确认与抚慰，悬置的矛盾勾起爱恨交织的欲火，问题本身即是答案。继前作进一步挣脱了符号化的窠臼，人偶们终是无可奈何、无处可去，ep10的重聚比讨巧的《诗超绊》更加水到渠成。出于篇幅有限，症候细节填充不足、未完成的“舞台凝视”暗线、草率的舞台剧指涉等等实在遗憾，混乱的演出风格也有待打磨。最终仓促的主观现实主义收尾反倒留下了比前作多得多的剧情钩子，貌合神离、暗流涌动——这个故事远未结束。,7,推荐,2026-3-8 18:50,提米,454684,颂乐人偶,Aep10“”,Aep10 “ ”
虽然你人物逻辑烟消云散，剧情安排车祸灾难，节奏脚本无比难堪，但你至少有一个很好的讨论环境，吃了一大坨，但三星堆级的论坛看得相当欢乐。还有美少女和live和音乐做的挺好的，小馋猫下次还吃o_O,4,较差,2026-3-5 23:06,炉黑嘿嘿嘿,454684,颂乐人偶,liveoO,liveoO
"2.6
ave mujica
叙事: 剧情40 节奏60
画面: 演出90-5(第七集企鹅叫扣大分) 精度100
音乐:90-5(第七集企鹅叫扣大分)
人物: 塑造40 配音100+5(初华加分)
人物塑造堪称灾难，次要角色几乎都是贴标签(信用人演技人超祥人)，两个主要角色，一个写半天原地打转(大莫老师)，最后还强行让这个角色下线，另一个一集换一个人设(大祥老师)
简直没法看",2,很差,2026-3-5 17:11,黄昏逐光,454684,颂乐人偶,"26
ave mujica
 40 60
 905 100
905
 40 1005",26 ave mujica 40 60 905 100 905 40 1005
"看完mygo从而对mujica抱有期望的我理解了噩梦老师看推子的痛楚
但那段时间天天配着弹幕聚众赤石的感觉也不错",4,较差,2026-3-4 16:35,令狐澄礼,454684,颂乐人偶,mygomujica,mygomujica
看的就是炒作，MyGO炒完Mujica炒更大,8,力荐,2026-3-2 05:19,電露苑,454684,颂乐人偶,MyGOMujica,MyGOMujica
