content,rate,rate_label,time,user_name,subject_id,anime_title,clean_content,segmented
注册bgm后第一部打分的动漫~也是心中的top5～,9,神作,2025-12-29 00:21,我是雨,218708,比宇宙更远的地方,bgmtop5,bgmtop5
花田巅峰之一 对我来说本作最让我感动的是主角们的“关系性” 主角四人起初都带着不同的想法 目的登上了这艘船 而在这种真正的融入对方的生活中 她们有时共同欢笑 有时爆发矛盾 但在最后 四个人互相理解 成为了真正的挚友 最后ep12三人为报濑找电脑的片段 不禁使我潸然泪下 由衷的为她们那真挚的友谊而感动 ps：虽然后边看邮件哭的更狠就是了,9,神作,2025-12-20 00:02,丶cano丶,218708,比宇宙更远的地方,“”         ep12   ps,“ ” ep12 ps
"这是一场关于“要去做些什么”的冒险之旅，是一场展示赤裸内心的蜕变之旅，是一场歌颂友情与羁绊、梦想与勇气的青春之旅，也是一部分镜设置巧妙，情感调动充沛，伏笔回收圆满，叙事节奏顺畅的原创杰作。
与任何优秀的空气作品相同，本作的日常演出部分非常有趣可爱；与此同时，本作又极其自然地将展示四位女主性格和成长的情节插入其中。天真而善良的真理，执著而笨拙的报濑，乐观却自尊心强的日向，敏感并善解人意的结月，四位女主的形象饱满而鲜活。某种意义上，这趟南极之旅就是她们互相展露自身，并在这种对彼此认识不断加深的过程中建立深刻羁绊的故事。
本作另外一个令我深刻的点是其极高的完成度。本作近乎执著地交代了四位女主的背景并解开了所有人的心结。同时本作对于契科夫之gun的使用也极为娴熟，每一集也都有配合音乐进行情感调动的精彩演出。这种浪漫与感动交织的感觉，或许就是理想青春的模样吧。",10,超神作,2025-12-16 09:39,黑色的左下角,218708,比宇宙更远的地方,"“”

gun",“ ” gun
"ep1-4是极其出色的，那种「青春就是要做一些出格的事」的感觉相当对我电波，让我一度以为这又将是一个我可以给出9+的动画。直到ep5，虽故事上略脱离主线，但ep5脚本和演出水平都极出色。但ep5之后的观感就明显下滑了。中期脚本重心变成了套着去南极壳的jk互动。途中的困难被一带而过轻飘飘地解决，旅途中的魅力也没有下很大功夫展现，演出平平淡淡，导致过程中既无梦幻感亦无真实感。直到到南极也没感觉到南极怎么就是一个「比宇宙更遥远的地方了」。ep10-12更是进入了一个回合制发病的状态，观感麻木且难绷。但ep12依然是极为出色，它本是一个很强的情感爆发点，反而被前面长期轻飘飘的剧情拖累了，缺少了压抑好久一下爆发的情绪张力。只想ep12一集是塑造不出来这种张力的。依我看这个故事就应该做成剧场版，保留ep1-5,12-13主要内容，其他穿插带过，观感绝对好一大截。",7,推荐,2025-12-14 21:41,Expanp078,218708,比宇宙更远的地方,ep149ep5ep5ep5jkep1012ep12ep12ep151213,ep149ep5ep5ep5jkep1012ep12ep12ep151213
Gigguk经常吹但是我自己追番追到丢护照那集就追不下去了。最近补番看完发现还是一个很稳健、有立意的好作品。所以说追不下去可能是有部分片段是女高日常描写，而我并不是很能共情罢了，无伤大雅。作品主要讲述了四名经历迥异的JK互相结识共闯南极的故事，精彩的部分是整个过程中的成长，对人生创伤和悲痛的释怀，为实现理想付诸行动这三个方面。想必观众们看这个动画的过程中都会被報瀬怎么面对她母亲的事情这一点吸引的，而花田在这条主线中讲述女主面对并跨越这种grief的着眼点则是1報瀬为了面对悲痛努力攒钱去南极2報瀬自始至终给妈妈写信证明她的思念3旅途中结识了挚友、更深层理解了母亲逐梦南极的原动力/信念并共感4能够在未来的人生中昂首挺胸前进、传承这种信念。因为南极之旅机缘加努力同时做到这些，所以女主的悲痛飒爽化解成与母亲的理解与共勉，从而能向前看。是整体完成度很高的良作。,8,力荐,2025-11-26 08:04,Escape0707,218708,比宇宙更远的地方,GiggukJKgrief1234,GiggukJKgrief1234
结尾那里还挺会绕弯，之前一直以为邮箱是没发出去过的草稿状态，原来发了3年，把照片和电脑最后又留了下来给了队长，队长把电脑里那封发信草稿送了出去，主角把100w留在了找到电脑的地方。去到远方寻找妈妈的痕迹，呐喊声后与母亲和一路以来的自己告别，还是微缩版《情书》吧,6,还行,2025-11-16 14:53,Rena,218708,比宇宙更远的地方,3100w,3100w
【2025.10补/本作写的是南极旅行，但并没有特别厚的科普要素，重点反而是四位前往南极的少女在促成共同旅行的团队前，出发前，以及去往南极以后，四人直接珍贵的友情与青春，我很喜欢花田老师这种情绪流的脚本，其中各种神奇歌曲的插入又给其增色不少】赛博追番//EP01 这分镜演出那么厉害的吗 太青春了 说走就走的旅行 EP03 那一天，她真正感受到了友情为何物 EP06 没坐过飞机，没出过国，但这集对事情和情绪的表达特别好 EP08 很扯 但很浪漫很青春 EP09 顶级..... EP11 神回 就得狠狠反击啊 现在是2025.11.10 同期的千岁同学也有告别逆天同学的剧情 但是和小南极一比真是高下立判了 EP12 日复一日，年复一年的邮件... EP13 妈妈写给女儿的最后的信 坚信着她一定会再度来到这个地方 与朋友一同的经历也让自己真正爱上了南极,9,神作,2025-11-11 13:03,ようむ,218708,比宇宙更远的地方,202510EP01    EP03  EP06  EP08   EP09  EP11   20251110   EP12  EP13,202510EP01 EP03 EP06 EP08 EP09 EP11 20251110 EP12 EP13
比宇宙更远的地方是南极，比南极更远的地方是青春的理想；四个少女自己选择了被风暴和怒涛守护的冰之大陆，五个少女在最后得到了新的成长。世界很大，世界也一直在变化，不存在一成不变的事务，不存在什么都不发生的一天；那么就走下去吧，即使有点害怕，也一定能在广阔的世界发现那美好的宝藏。于是，结束了一段旅程；于是，一定会再次启程。//ep2，夜幕下少女的奔跑，是她们灿烂的青春//ep3，自此，天然呆少女，怕生黑长直，活泼开朗金毛，大小姐；不是同一部番，却似是故人来//ep7，去往那蕴含了无限可能性的宝箱，两代人的意志在此传承//ep9，猝不及防的私货，只能说，“活该”//ep10，从敬语到一个假名，是友情鲜活的证明//ep12，没有不必送达的信件，没有无需传递的思念//ep13，因为，我们已经是“我们”了；因为有着同样想法的人，立刻就会察觉到,9,神作,2025-11-6 21:18,mitsuha,218708,比宇宙更远的地方,ep2ep3ep7ep9“”ep10ep12ep13“”,ep2ep3ep7ep9 “ ” ep10ep12ep13 “ ”
整体来说看得很舒服的一部动画。主角四人个性鲜明，感情描写到位，剧情从头到尾都很有趣，让人看完一集后就想看下一集。EP12结尾也着实令人有些感动。扣分点在于某些桥段显得有些生硬，比如日向丢护照和五人风暴中开门上甲板，以及令观感大打折扣的第九集私货。但即使有以上缺点我还是觉得这番值得打个9分，毕竟整体观感如此好的动画确实是看一部少一部,9,神作,2025-11-3 09:53,ミントソーダ,218708,比宇宙更远的地方,EP129,EP129
开头结尾和ep7写得不错，中间大部分时候很难称得上有趣，既无深刻亮眼的主旨也无有趣精彩的剧情，说是去南极但写得高不成低不就，看不出来是多难一件事（毕竟不敢真给JK上强度），倒是恰是好能满足受众群体的向往,7,推荐,2025-10-1 19:44,KTACO,218708,比宇宙更远的地方,ep7JK,ep7JK
100万！ T_T,10,超神作,2025-9-30 21:29,月见团子,218708,比宇宙更远的地方,100 TT,100 TT
"和我想象的“去南极”差的好多，实际是心之壁失意者青春片啊。
为了同一个目标聚集在一起，在失意和共勉中前进。EP12的情感表达好强啊，第一次见到的新活。
叙事节奏好快，很多想看的细节一笔带过，包括到了南极后的篇幅全都花在了心理和解上。
不管依赖心理还是朋友的别扭情绪怎么样，高年级勒索100w那里绝对过了吧，那时候女主都没决定去南极，小惠这种是绝对的恶行，真的用力过猛。包括后面的船上危险行为也是，能理解这些剧情所表达的情绪，但是本身的行为做的太过了，导致观感下降，共鸣也少了一些。人不可能完全抛开现实理性只用感性评价，当然也有可能是这番的花田情绪流没能完全打动我，毕竟还有另一部大众评价更低但是我共鸣了的花田魔法呢。
南极篇幅太短了，真的很遗憾。",7,推荐,2025-8-29 00:25,loili赛高,218708,比宇宙更远的地方,"“”
EP12

100w",“ ” EP12 100w
7.5动画名叫比宇宙更远的地方，但最后几话明显想表达去哪里不重要，我认为不妥，走少女轻百赛道也显得不够有趣，角色的情绪输出非得靠负转正，中期几乎每集都是这个套路，ep5好友的绝交桥段非常惊艳,7,推荐,2025-8-24 13:08,Lv4の白井黑子,218708,比宇宙更远的地方,75ep5,75ep5
lovelive南极ver.,6,还行,2025-8-13 12:50,ゆめをおよぐ,218708,比宇宙更远的地方,lovelivever,lovelivever
7.5 低開高走 南極前5.5 南極後8.5 ep9開始除了個別水回以外幾乎無可挑剔,7,推荐,2025-7-26 21:51,Ciarbegla,218708,比宇宙更远的地方,75  55 85 ep9,75 55 85 ep9
看完来评，想说的很多但是不知道从何下笔，社畜多年已经很久没有认真看番和去追番了，小南极确实让我重温了以前看动画的感动，香菜纱织鱼香，看到熟悉的CV和STAFF，似乎回到了从前... 谢谢动画制作组带给我的感动,10,超神作,2025-7-23 14:23,夜は明けるんだ,218708,比宇宙更远的地方,CVSTAFF,CVSTAFF
制作水平无可挑剔，声优阵容豪华，单集节奏也不错，但说实话没有想象中的那么好：Ep.6 丢护照给我看得有些红温，Ep.9 涉及历史的部分也让我很不适。前半的观感我可以打十分，但后期在南极这样充满可能性的舞台上，并没有发挥出前半的水平，朋友、校园霸凌这些主题与普通校园番并没有本质区别，对人物塑造的作用也很有限，有些空洞无味，非常可惜。看前半的时候我都开始研究南极邮轮了，看完后反而失去了去南极的兴趣。,8,力荐,2025-7-13 22:22,明日香不过你,218708,比宇宙更远的地方,Ep6 Ep9,Ep6 Ep9
很真实的情感，但是太过真实了以至于没有代入感，已经不奢望那种青春力，即使看看虚构层都会觉得撕裂X//第12集的情感爆发很不错//但是让人很不爽的点也有，你看我推荐，我看不喜欢//又蠢又坏的政治露阴癖-500,6,还行,2025-6-26 01:03,UmbraNox,218708,比宇宙更远的地方,X12500,X12500
原来这就是青春吗 黑长直最后接受了母亲的逝去 以及matane这首歌曲的插入特别让人回味,9,神作,2025-6-16 18:42,Hanekawa,218708,比宇宙更远的地方,matane,matane
人设不行，每一集感觉都一个模板结构，前面还能感动一下，看到后面就有点腻了，ep12非常感人，没有ep12只能给6分,7,推荐,2025-6-4 15:55,志摩凛,218708,比宇宙更远的地方,ep12ep126,ep12ep126
花田大老师那几板斧虽然总觉得有相似的构架，但只要完成度高，效果必然不会差，GBC目前追了六集，与本作一比较，发现花田的脚本确实喜欢问题当集解决，矛盾或线索留点尾巴用作串联，每一集各自独立但又能衔接起来，不得不说这种模式属实好用，前面十一集保持了很高的观赏度和情绪的起承转合，但用久了也总有套路化无功无过的感觉，反倒最后两集的收尾挺意外，情绪有爆发、有宣泄、有凝聚，总体却是轻巧地告终，在美轮美奂的景色、无言的心领神会中融化，没有突如其来的煽情，一切都收得恰到好处，当然分镜演出也非常出色，制作用心得不像是单纯“美少女做什么都有人看”的那种番（不过有时脸也会小崩）。,8,力荐,2025-4-30 10:46,GeKayuChow,218708,比宇宙更远的地方,GBC“”,GBC “ ”
一部完成度极高的作品，最后两集的文戏真的顶，人物成长的弧光和立体感跃然于纸上，尤其是第十二话B part用突然连上网是电脑收到的无数短信，思念与牵挂，亲情浓溢，不禁令我潸然泪下。最后一集的收尾与升华也体现了青春，成长与友谊的立意。可以说最后两集将这部作品拔高了一个层次！,8,力荐,2025-4-27 23:44,阴雫夜,218708,比宇宙更远的地方,B part,B part
"伟大无需多言
8.5，考虑到四舍五入就9了XD",8,力荐,2025-4-3 20:45,Umineko_Funny,218708,比宇宙更远的地方,859XD,859XD
入坑后追的第一部新番，现在早已忘记18看动画的心境，但ep12一封封邮件于电脑上显现给我的那份感动，未曾忘却,9,神作,2025-3-31 22:28,不吃雪菜setsuna,218708,比宇宙更远的地方,18ep12,18ep12
慕名而来，只能说花田写女女关系性永远是这个味道，人物时不时会莫名其妙的发癫，生哭立拔的意味太过于明显了，白石结月这个人也是和486一样的在一群闹麻了的疯子里放一个讨好普通观众的正常人。当然从主角的人设上整体的叙事上和精神内核上这部作品确实要比gbc好太多，但女孩子在面临各种问题时所做的反应还是和gbc如出一辙（当然应该是gbc和小南极如出一辙才对）。只能说我实在不能和花田十辉笔下的女孩子有丝毫共情。,3,差,2025-3-28 04:02,Shiina Ayase,218708,比宇宙更远的地方,486gbcgbcgbc,486gbcgbcgbc
cute girls do amazing things,10,超神作,2025-3-17 23:52,Amen Thompson,218708,比宇宙更远的地方,cute girls do amazing things,cute girls do amazing things
T1  8.8分,9,神作,2025-3-16 23:39,Yushiro Yukina,218708,比宇宙更远的地方,T1  88,T1 88
现在，我大致体会到了花田魔法的强大之处。当然，madhouse的制作和这么多优秀的声优也是功不可没的。可以说，小南极这13集下来几乎每集都很精彩，都很吸引人。在贯穿全程的日常戏份中，尤其是出发前的那几集中，四个主角之间的拌嘴、之间的开玩笑和捉弄，真的是能让我感受到所谓“青春感”。她们的互动真的很有趣、很生动。而与高超的对话编排相对应的，就是极其优秀的人物形象塑造了。13集下来，四个主角人人都有自己的个人回，展现她们不同的处境与心结。花田魔法的力量就在于，长段的具有感染力的话语能充分地倾诉人物的心声、抒发人物的情感，让人不知不觉地就与之共情。情感上小南极也是极为动人的。只说其中最优秀的两处，一是12集中那一千多条信件出现的一幕，二是13集中母亲迟来的信与眼前的极光相融的一幕，都是将前面十多集的小细节陡然汇在一起的场景，只能说眼泪也是刹那间就迸发了出来。,10,超神作,2025-3-8 17:05,sxz,218708,比宇宙更远的地方,madhouse13“”131213,madhouse13 “ ” 131213
优缺点都十分明显的动画，剧本为了抒发情感牺牲了很多逻辑性和合理性（如ep8四人西风带出舱门大叫），部分演出过于夸张（如ep12三人大哭），个人感觉从ep5到ep11开始每一集都有着固定的格式（一开始犯蠢搞笑，埋几个伏笔，最后抒情，情感爆发太规律了，有一种工业化的美）。但总体瑕不掩瑜，看的我都有点想去南极了（虽然没钱去），对四位女主的塑造也是颇为完美。,7,推荐,2025-3-3 12:16,😋😋😋,218708,比宇宙更远的地方,ep8ep12ep5ep11,ep8ep12ep5ep11
6.5//个人ep12，ep13,7,推荐,2025-3-2 07:00,早起的虫儿有鸟吃,218708,比宇宙更远的地方,65ep12ep13,65ep12ep13
不同于旅程带来的线性想象，花田把各集目抽象成舞台。这场剧就是13个舞台，故事各异，结构雷同。大体前一幕嬉笑打趣，后一幕情感升华，起承转合镶嵌其间；4个JK按性格分派台词，职能分化，两两组合，主役矛盾演绎或气氛营造；多用突转和回忆填塞剧情，拉镜与特写扳拉情绪；写青春与友情的命题作文。各舞台间仅用“去南极”衔接导致单元回林立而难以有效统筹，同一舞台起承转合的架构又追求戏剧性而处处留痕，单集高完成度与青春的整体阐释失衡难以匹配，最终使所歌青春无非是工业化流水线生产的又一商品。倒不是说演绎青春无外乎靠狂气放出或者开超能力的监督和脚本水平不够，恐怕是被不再青春之徒贴上各种标签、推销给少男少女的青春根本是无稽之谈。故事脱离现实，还要让人有所触动、故事在口口相传中产生温度，恐怕只能靠似是而非的鸡汤金句和营业性拉满的JK日常。说什么去南极，直接说去异世界不是更明白？,6,还行,2025-2-27 07:44,tanimals,218708,比宇宙更远的地方,134JK“”JK,134JK “ ” JK
诚然这是花田原创的巅峰，可以明显感受到脚本创作出来的特色，也就是情绪流煽情，但我自身还是不太喜欢这套流派。然后说一下缺点，角色互动和画风有点油腻，每集都要插首歌导致ep12反而没什么感动了。由于是一个极好创作的剧本——各有心事的少女们前往南极，也没有gbc的逻辑漏洞，是一部自我看来优缺点都很明显的原创吧,8,力荐,2025-2-13 09:51,小内与夕湖酱,218708,比宇宙更远的地方,ep12gbc,ep12gbc
ep1.3.5.11.12，明田川仁神了有没有懂的,7,推荐,2025-2-3 13:14,chiotto,218708,比宇宙更远的地方,ep1351112,ep1351112
今天跟朋友聊天，她说终于把我给她推荐的小南极看完了，突然想起来我在动画生涯个人喜好表上“最想安利”填的就是小南极。//一定要在高二做点什么的玉木麻理想来一场没有目的的旅行，在车站偶然捡到了100万円与被称为“南极”的「怪人」小渊泽报濑相遇。“那，要不要一起去？”乘上与平时相反方向的电车，为了去看未曾见过的风景。“当你无法回头时，才是真正的旅行”总喜欢自己编名言的三宅日向如是说。ep11「撞飞铁桶吧」，“你们就继续怀着内疚的心情活下去吧”，最好的反霸凌片段。ep12「比宇宙更远的地方」，收件箱里不停增加的数字也将情绪感染到了极点。//oped好听，花田十辉最好的原创作品。,8,力荐,2025-1-31 16:41,不吃洋葱zzz,218708,比宇宙更远的地方,“”100“”“”“”ep11“”ep12oped,“ ” 100 “ ” “ ” “ ” ep11 “ ” ep12oped
总体来看，这也算是花田原创的巅峰了，在大花的作品里少女之间的矛盾产生与和解一直是主旋律，当然这部也不意外。大家一直忌讳的从来就不是“和解”这一话题，而是通过了什么方式刻画了矛盾，又是如何和解的，怎样才不会出现因为这个小细节产生矛盾真是“闹麻了”的感觉，而恰巧的这部“和解”之所以做的好，是源于对少女情感刻画生动，将几个素不相识的女高中生联系在一起，再升华成关于“好朋友”这一讨论；其次是矛盾逐层深入，一个问题解决之后迎来的是另一个问题，同时也一直把本作最大的看点小渊泽母亲这一问题后置，随着每集的剧情深入，信息的填补完善真相也才浮出水面，而最终关于小渊泽母亲的死这一问题也保留了开放性结局，显得并非“轻拿轻放”。当然madhouse的制作还是普普通通，中间几集的演出也十分无聊流水账一般，但等到最后几集解决矛盾时观感又回升起来，每集结尾一个小高潮也是相对不错的,7,推荐,2025-1-14 22:30,hazuki_nya,218708,比宇宙更远的地方,“”“”“”“”“”madhouse,“ ” “ ” “ ” “ ” “ ” madhouse
"ep11神回。仅一集抬高了我对整部作品的评价

感动到落泪 真的很难绷得住

前10集都是在描写四人组磕磕绊绊的相处日常 以及推动主线发展 稍显平淡

ep11后开始正式发力 四人友情刻画到位

如果不是前面太过平淡 我愿意给出10分",9,神作,2025-1-5 17:01,我是熬夜大王,218708,比宇宙更远的地方,"ep11

 

10  

ep11 

 10",ep11 10 ep11 10
7.9。花田的原创巅峰之作，在这部作品的女女关系性上你可以看到花田“偷了”轻音少女、京吹等一堆作品的影子，属于是集大成之作了（然后gbc和星团开始发瘟了）。故事其实很简单，金典的几个美少女凑一起啥都干系列，但给观众们带来的感动确实是货真价实的，是2018这个黑马之年最富有青春感的动画。,8,力荐,2025-1-4 16:14,乂之,218708,比宇宙更远的地方,79“”gbc2018,79 “ ” gbc2018
13个OP ED全勤(∩_∩),8,力荐,2024-10-19 18:43,黄瓜拌菜花,218708,比宇宙更远的地方,13OP ED,13OP ED
虽然一口气补完有点审美疲劳，但是优秀的台本依旧能感动到我。青春的肆意挥洒展现的淋漓尽致，四个jk给我带来了及其美好而独特的旅行，满足了曾经16、7岁的我对青春的美好幻想。,7,推荐,2024-10-18 16:03,史上最强咸鱼,218708,比宇宙更远的地方,jk167,jk167
乘上与平时相反的电车，为了去看未曾见过的风景，我想这就是这部番最让我触动的地方。尽管在剧情上存在一些不合理性以及ep9的政治私货，我还是私心愿意为它打上10分。不为别的，就是为了它让我想起那个曾经像动画里四名少女一样为了摆脱自己所处的困境而离开舒适圈的自己。,9,神作,2024-10-10 18:16,Anonymous,218708,比宇宙更远的地方,ep910,ep910
LittleBakas!,0,未评分,2024-10-6 01:50,像这样我听见,218708,比宇宙更远的地方,LittleBakas,LittleBakas
"总评8.5/10
开局超神，中期略平淡，而且09政治部分观感真的不好。ep12情感表现很强，邮件这个铺垫很用心，ep13收尾也很圆满，一天一集看了半个月，最后那一段也产生了旅程结束的不舍感，bgm插入也很神。
但是从总体来看，这是一部以人物情绪爆发为核心的作品——正是花田的风格，但我更期待看到的其实是对于南极的探索、对人类智慧与理性光辉的展现。青春少女的南极物语固然也很好看，但我觉得只注重展现感性的情绪会让作品失去一些崇高的东西。",8,力荐,2024-10-5 01:07,wzh,218708,比宇宙更远的地方,"8510
09ep12ep13bgm",8510 09ep12ep13bgm
“我认为在高中时代一定要做点什么才行”然而我现在已经高中毕业了。（笑）如果早点看完这部番的话，可能我的人生轨迹也会有些许不一样，其实也没那么夸张；青春，友情，旅行，冒险，成长，这部番将这些主题表现得近乎完美，观感很清新自然，音乐也十分出色，多次出现的带人声的bgm营造出了极佳的氛围，配合剧情达到了相当出彩的效果；第九集实在喂了坨大的，是一想到就会恶心的程度，但这种问题也没什么好说的，第十二集的设计很棒，结尾小小落泪了；看这部番给我一种和轻音少女伦敦篇相似的体验，尽管这部的画风感觉真不如轻音（有点可惜呢）想起两年前看了轻音后，我决心也要来这么一次毕业旅行，而现在，我就正和同学们在一次旅途之中，也算是趁着最后机会“做了点什么”。大家都很轻松，不去烦恼生活作息，也不是特种兵式的打卡旅游，而只是享受着和朋友们在一起的旅行本身。朋友真的会给旅行赋予极大的意义呢,9,神作,2024-8-29 21:19,Candeleros,218708,比宇宙更远的地方,“”bgm“”,“ ” bgm “ ”
四条交织的角色线，涵盖青春，成长，亲情，友情和梦想，邮件回直接泪崩了(bgm74)。,9,神作,2024-8-9 20:12,哈哈大笑HHDX,218708,比宇宙更远的地方,bgm74,bgm74
世界真大呀，大到一辈子也走不完，梦想又好渺小，现实的自己被困在小小的城市又举步维艰，可是在最青春的年纪我也做过同样美好的梦。//伴着片尾曲的温馨画面，通篇带着羡慕的情绪看完了这部完成度极高的作品，这是一部非常适合‘追番’节奏来观看的作品，无法想象当时每周都在追番的观众有多幸福，EP.2、6、11、12、13都在后半段给我带来很深的印象，有成长，有感动，有泪水…无论是对于同龄人之间的矛盾冲突、友情的定义还是与现实的对照、亲情的描绘都刻画的十分细腻，不得不说制作组在对于四位女高中生内心想法与成长也是相当到位的，没有任何突兀的点，每位都很讨喜可爱。报濑与日向的个人回更是在这点上到了满分的程度…//最后，依然是觉得，能看到这么美好的作品是一件很“幸福”的事情，此刻…不是小南极，而是耀眼的青春。,9,神作,2024-8-5 14:14,Y1CE,218708,比宇宙更远的地方,‘’EP26111213“”,‘ ’ EP26111213 “ ”
