content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid
能感到凉快说明前额叶还有神经反应，冇有的话就是说明已经受损,194.537,1,16777215,2020-03-03 10:39:12,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
不愧是开了脑洞的人,275.792,5,16707842,2021-08-29 18:02:14,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
下岗了，休息了红红火火恍恍惚惚,535.07,1,14811775,2020-03-02 13:19:28,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
大量思想粒子的笑死我了,8.923,5,16776960,2021-01-07 22:28:03,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这人不会把刀藏在任何时候都方便拿到的各个角落吧,1224.145,5,16777215,2020-01-30 09:18:12,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个菜刀架上是空的！,1212.574,5,16707842,2020-02-10 00:42:44,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
意思是被开洞的人都会出现这个BUG，走向杀人的道路，决定因素是时间,460.166,5,13369971,2021-09-02 04:41:50,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
呼，大叔回来就安心了,1256.704,1,16777215,2020-01-28 22:10:55,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
老刑警可能是经验型，女主是天赋型,1355.1,1,16777215,2021-04-18 21:42:24,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
果然是最漂亮的,926.672,5,16707842,2021-08-21 10:50:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
披着警服的悍匪,661.364,5,16776960,2022-01-26 11:33:09,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
再次感谢同学不杀之恩,751.807,1,16777215,2020-01-27 17:00:41,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个女的怪怪的,1064.599,1,16777215,2020-01-27 23:05:00,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
祖  训,526.064,5,16776960,2021-03-03 09:29:44,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
哈哈哈哈哈日常下岗,533.726,5,16777215,2020-01-28 22:52:55,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
重点是被亲了！,42.393,1,16777215,2020-02-01 19:35:41,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
小女孩最知道怎么气死小女孩hhh,1330.96,1,16777215,2020-03-01 13:59:23,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
注意细节：鸣瓢握着的杆子是弯的，证明之前已经失败很多次了,492.482,5,15138834,2020-08-21 11:10:08,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
酒井户：大意了 没有伞,477.509,5,16646914,2021-01-02 16:51:55,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
看这棍子应该是抓了很多遍了,496.537,5,41194,2020-03-02 23:38:20,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
他对妹子是真杀意，之前那些是爱意所以测不到啊,678.968,1,16777215,2020-02-01 17:02:21,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
谈这种高危话题，是不是应该要等另一个人在的时候？,1145.095,5,16707842,2021-12-10 20:16:28,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
呐，现在要放晴了哦,474.859,5,4351678,2020-03-03 13:56:56,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
少 女 的 纯 情,410.77,5,16707842,2020-03-02 23:13:23,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
别说他是不是嫌犯 他亲了你就已经犯罪了,294.73,5,16707842,2021-04-18 12:26:28,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
用门板托起来还行哈哈哈,942.263,1,16777215,2020-01-27 23:20:41,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
太可爱了！！！！！,60.75,1,16777215,2020-02-01 19:22:42,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
官方吐槽最为致命,535.746,5,16777215,2020-03-03 22:29:32,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你可以下岗了,535.024,1,16777215,2020-01-30 22:35:49,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
日常下岗,534.688,1,16777215,2020-01-30 02:27:26,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
瞬间失恋,401.683,1,16777215,2020-01-27 16:59:21,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
完蛋，经典恐怖片视角,1171.75,5,16777215,2020-02-01 13:04:58,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
将杀意错当成爱意（？,371.082,5,14811775,2021-02-22 18:29:18,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这里她看到伤口好像不惊讶，应该是看到过这样的伤口吧，或者最近接触过数田,1079.221,5,16646914,2023-08-12 19:55:24,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
千言万语就一句洞哥牛B啊,1366.638,5,16646914,2021-02-24 01:15:39,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你，下岗，马上,533.438,1,16777215,2020-01-30 22:58:00,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
应该先把桶移出来再开盖子的，都意识到桶里有装东西了,914.24,1,16777215,2020-01-27 23:10:17,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
扭曲去自己杀意为善意的话 这就无杀意了,350.568,1,16777215,2020-01-28 21:01:08,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你现在下岗,535.105,1,16777215,2020-01-30 21:18:41,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
瞬间失业,536.014,1,16777215,2020-02-02 23:31:58,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
氛围逐渐微妙了起来,1196.46,5,15772458,2021-09-10 00:23:01,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
处  处  吻,399.164,5,52480,2020-02-29 21:04:13,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
当场下岗,534.999,1,16777215,2020-02-02 14:53:15,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
快酒精洗嘴啊！,20.292,5,16777215,2020-01-30 19:25:35,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
23？你说13我都信,194.147,5,14811775,2021-08-23 23:13:01,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这牲口呢，拔刀,1.005,1,16777215,2020-02-02 09:29:19,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
姐姐你在期待什么呢,404.763,1,16777215,2020-01-30 02:24:22,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
言外之意：我现在很可爱,1178.774,5,9487136,2021-03-04 04:23:14,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
杀意-kiss，喜欢=活埋,778.735,1,16777215,2020-02-02 18:35:14,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你还没和数田遥亲过吧，你的初吻不是数田遥的，ko no本堂町 da,1315.434,1,16777215,2020-02-02 20:56:57,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
注意这里，男主上半部分的影子并没有在佳爱琉身上,518.385,5,15138834,2020-02-19 14:29:25,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
亲完就跑真刺鸡,12.579,1,16777215,2020-01-30 15:14:39,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
ma da da yo na ~,1320.671,1,16777215,2020-01-27 22:48:11,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这里小春的情绪也有点异常,403.459,5,16777215,2021-04-17 18:16:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
果然还是在意这个,406.313,1,16777215,2020-01-30 18:12:41,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
我还以为要拿纸巾塞脑洞里。。。,1064.021,1,16777215,2020-12-11 20:20:44,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
姐你『开窍』了,275.131,5,14811775,2021-08-17 22:48:23,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
还记得他之前说的吗，开洞后的喜怒互换,60.913,5,15138834,2021-06-30 15:30:19,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
瞬间完工,532.961,1,16777215,2020-01-31 20:42:52,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
怕是已经投了几次了吧,500.697,1,16777215,2020-01-30 14:39:10,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你又下岗了,536.215,1,16777215,2020-01-28 23:43:39,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这里说的可爱有点像杀人犯欣赏自己的“作品”,1199.203,5,15138834,2021-02-17 22:38:30,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
疯狂亲警察,438.008,1,16777215,2020-01-27 12:41:03,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
个人感觉是这女的是掘墓人，数田在保她,1231.229,1,16777215,2020-02-02 11:17:39,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这围巾，牛顿不管吗,700.154,1,16777215,2020-01-30 15:32:13,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
刀架是空的,1218.144,1,16777215,2020-01-27 22:48:19,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
我还以为你13，震惊,199.037,5,15138834,2021-08-16 19:37:03,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
所以他杀的都是他喜欢的人？,378.578,1,16777215,2020-02-02 17:47:35,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
刀架里怎么没有刀！,1213.894,1,16777215,2020-01-30 16:13:41,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
当场失业,535.577,1,16777215,2020-01-28 19:52:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你这是袭警，必须枪毙,10.976,1,16777215,2020-01-30 16:03:10,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
就是说喜欢谁就杀谁？,397.421,1,16777215,2020-01-27 17:08:13,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
柏拉图式恋情：与肉体无关，精神上的恋爱,1323.411,5,16646914,2022-03-12 22:48:15,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
木桶封闭性不好，怎么可能会拿来酿醋,670.905,5,16707842,2021-07-06 14:04:23,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个洞愈合不了了呀,53.093,5,16777215,2020-01-27 22:59:08,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
佳爱琉是系统给出的一个回忆暗示，为什么一定得是尸体，可能这个系统本身就是一个井,525.784,5,13369971,2021-09-02 04:43:57,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
个人觉得本堂町没开洞前就挺厉害的，她用开洞来制造杀意让别人找到她,1406.78,1,16777215,2020-01-30 19:12:08,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
那你还挺期待？,404.47,1,16777215,2020-01-27 21:04:11,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你个老色鬼,801.997,1,16777215,2020-01-28 22:34:15,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
说的就是恋爱感情，就算呀男的，有那么难接受嘛各位？,762.651,1,16777215,2020-02-02 00:21:08,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
狂风吹大脑,180.887,1,16777215,2020-01-27 17:09:15,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
瞬间下岗哈哈哈哈,541.521,1,16777215,2020-02-01 21:26:17,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
那也太恐怖了,433.871,1,16777215,2020-01-31 19:49:49,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
那他莫不是个双性恋,468.579,1,16777215,2020-01-28 23:01:56,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
emmm楼上，我已经脑补瓢哥和夜斗一起玩的场面了,697.437,5,41194,2022-02-02 17:17:20,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
瞬间下岗,535.519,1,16777215,2020-02-02 21:30:15,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
凉快指保持冷静清醒吧,187.508,1,16777215,2020-01-28 00:21:00,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
也就说他把他爱的人全杀了,382.843,1,16777215,2020-01-27 21:57:31,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
开窍变聪明了hhh,277.66,1,16777215,2020-01-27 17:00:15,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
ko no本堂町 da！,1327.057,1,16777215,2020-01-31 22:21:14,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
lets kill this love！,472.248,1,16777215,2020-01-27 21:18:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
就喊数田了,216.709,5,16740868,2021-10-29 21:32:20,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这么小你说13我都信,198.279,5,41194,2021-10-13 15:37:55,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
少女的纯情，哈,411.504,1,16777215,2020-01-31 21:57:44,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
等等，也就是说那男的杀了5个他喜欢的人！！！,378.448,5,16707842,2021-10-05 22:16:10,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
既然知道感情是互换的，应该谨慎啊,1017.918,5,16777215,2021-08-06 13:45:05,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
硬核封口,323.657,1,16777215,2020-01-30 21:51:38,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
看地板，有血的影子,524.259,1,16777215,2020-01-28 21:05:10,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
前面提到过喜怒出问题了,336.307,1,16777215,2020-01-27 16:57:10,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
也就是其实是想杀她，但是大脑原因变成亲她,397.237,5,16777215,2021-08-28 22:22:31,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
大型盲盒,905.576,1,15138834,2021-05-02 16:31:49,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
把嘴松开,0.119,1,16777215,2020-02-01 13:35:53,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
杀意 变成了爱意？？,338.245,1,16777215,2020-01-27 23:07:04,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
你……习惯擦别人头上的伤口？,1078.449,1,16777215,2020-02-02 00:44:42,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
kono本堂町哒！,1316.862,1,16777215,2020-01-27 12:58:18,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
因为在他看来这并不是杀意，而是表达爱的方式?,350.903,1,16777215,2021-06-16 01:28:28,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
亲完就想跑？？！,13.138,1,16777215,2020-01-28 22:31:44,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个逼绝对是个狠角色,1200.428,1,16777215,2020-01-27 23:25:01,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
当场下岗,537.441,1,16777215,2020-01-27 22:34:05,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
他想传染给她,47.839,5,16777215,2020-01-27 13:03:04,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
探——员——小——哥——！！,1006.793,1,16777215,2020-01-27 12:34:45,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
草，还是有被吓到,616.374,1,16777215,2020-02-01 13:43:24,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
有男有女，说明是双性恋？,683.431,1,16777215,2020-01-31 19:55:19,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
高速下坠时失重,567.443,1,16777215,2020-01-28 23:12:12,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个才是挖掘人吧,1068.308,1,16777215,2020-01-28 19:32:19,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
变身咒语,527.505,5,16777215,2020-01-28 00:49:06,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
之所以之前没有被怀疑，是因为他那个时候已经是名义上的死人了,732.876,1,16777215,2020-01-27 22:21:02,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
感情被控制了？杀意变成爱意？,334.857,1,16777215,2020-01-27 16:36:18,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
吹吹风，时刻保持头脑清醒,211.006,1,16777215,2021-08-24 17:32:05,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
就是说杀意和爱意互换，想灭口却亲上去了,380.956,1,16777215,2021-06-09 12:27:04,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
小哥又失业了,538.265,1,16777215,2020-02-02 23:07:09,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
等等，木桶的话，用拳头是能轻松轰开的吧？,662.72,1,16777215,2020-02-02 15:05:42,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
作者脑洞真大,641.865,1,16777215,2020-02-02 12:20:16,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
女人之间的交流真的超神,1288.33,1,16777215,2020-02-01 12:09:13,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
葬爱家族,471.838,1,16777215,2020-01-31 18:19:03,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
ko no dio da！！！！,1334.776,1,16777215,2020-01-28 21:04:22,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
kono 本堂哒！,1313.36,1,16777215,2020-01-27 23:02:38,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这是镜头移动吧，上面的影子也在动啊,528.742,1,16777215,2020-01-27 12:51:36,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
大胆猜测，小心求证 说得挺好的,298.546,1,16777215,2020-01-27 12:23:40,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
他为啥不攻击男主,874.63,1,16777215,2020-01-27 12:22:26,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
小春很明显猜到了，但是不能轻举妄动,1254.017,1,16777215,2022-03-25 11:18:23,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
七   形   的   爱,774.192,5,15138834,2021-07-11 15:11:15,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个女的有点东西,1068.569,1,16777215,2020-02-02 22:36:22,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
转场真的帅,471.161,1,16777215,2020-02-01 14:42:13,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
原来是xp啊,1307.405,1,16777215,2020-01-31 22:35:10,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
增田俊树,628.777,5,16777215,2020-01-31 22:14:29,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
小姐姐头上的洞凉快，所以没事,391.419,1,16777215,2020-01-28 21:48:14,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个剧情真的流批,1375.565,1,16777215,2020-01-28 00:12:33,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
迷死他迷死他,134.204,5,16777215,2020-01-27 16:38:12,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
少女失恋现场哈哈哈哈,406.298,1,16777215,2021-07-24 23:28:51,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
占完便宜就跑，真会啊,16.299,5,16777215,2021-07-20 18:56:35,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
一方大爷表示很淦,1069.742,5,16646914,2021-06-25 22:21:35,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
停止你的Dio行为,1323.795,1,16777215,2020-02-02 13:34:59,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
不是还死过男人么...,410.453,1,16777215,2020-01-30 22:45:45,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
虚假的主角和真正的主角,1379.593,1,16777215,2020-01-30 12:06:49,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
KO NO DIO DA,1317.869,1,16777215,2020-02-02 20:22:34,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
祖传吟唱,521.932,1,16777215,2020-01-31 19:02:52,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
每集都觉得你要死,1189.124,1,16777215,2020-01-30 15:16:23,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
因为他就是掘墓人,269.502,1,16777215,2020-01-29 23:57:02,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
悍匪救人,661.564,5,15138834,2021-08-07 23:29:30,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
我懂了！他涂了有毒的唇膏！,328.466,5,15138834,2021-07-17 10:03:18,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
灯管上随便设置个机关就能爆吧,990.83,1,16777215,2020-02-02 22:33:39,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这个女的也分不清杀意和爱意吧,1226.044,1,16777215,2020-02-02 18:01:43,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
这女的才是掘墓人吧,1078.246,1,16777215,2020-02-02 02:05:00,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
上号了上号了,477.398,1,16777215,2020-01-31 18:07:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
不要再放了！！！,458.557,1,16777215,2020-01-30 18:12:58,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
ko no dio da,1316.792,1,16777215,2020-01-30 01:07:01,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
等等 那个模仿犯也是木桶,660.076,1,16777215,2020-01-27 23:12:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
女主发现异常了,1140.209,1,16777215,2020-01-27 12:42:19,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
是想说只有小春和自己的是自愿开的吧,161.35,5,16707842,2023-05-16 19:17:35,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
之前洞妹说她的洞没有影响到情感，所以这个人的洞很可能就是影响到了而查不到思想粒子,341.701,5,15138834,2022-02-03 21:54:00,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891
