content,rate,rate_label,time,user_name,subject_id,anime_title
"为什么每年四月都要看四谎？
为什么四谎能够经久不衰？
其实根本无需多说，只要你看完，当op前奏响起的那一刻，你就会明白",9,神作,2026-5-2 10:41,B小町大队长,100444,四月是你的谎言
我是否住进你的心房了呢,8,力荐,2026-5-1 22:41,战场原荡漾,100444,四月是你的谎言
已经看过了几年了，但我对友人A这个词还印象深刻，主角的成长也可以说是十分的明显了，二人间的故事十分感人，我没想过自己也会有看得鼻子一酸的时候，让人难以忘怀,9,神作,2026-5-1 21:19,tsoxns,100444,四月是你的谎言
梨花带雨,10,超神作,2026-4-30 23:25,你的问题就是这里啦 ...,100444,四月是你的谎言
我回来啦//实在不适演奏比赛，先搁置一下,0,未评分,2026-4-30 20:40,一个随便的昵称,100444,四月是你的谎言
中段真的不少瑕疵，反复出现的深海意象、不断闪回的往日种种、琴厅此起彼伏传来的惊讶与诧愕要把少年最后的自尊也撕得一干二净，无数次半途而废的演奏真是太不尊重观众更不尊重自己。这些意群总是准时、结伴的出现，重复是创作的懈怠，抒情的章句与升华是不加节制的表达。琴声呜咽 我的泪水全无。只是啊……你太犯规了！连鞋都没脱就闯进我的心房，如果就这样忘记、你肯定会化身怨灵来找我的吧。下一个四月，坐在我自行车后座仰望月亮与星星的人还会是你吗？河岸边青草丛丛的萤火虫还会陪我看吗?曝光的钢琴前已经看不见你闪耀的身影了。不过、你的谎言连同你的心意，已经、已经好好传过来了哦。少年少女终于并肩，只是死与新生成为他们最后的合奏，在天与云与海与白鸽之间。大丈夫です，你不在的四月又要结束了，橘红色映衬的街道我慢慢跑过轮回的季节。果然呐、选择你真是太好了。事到如今，我还喜欢你。,8,力荐,2026-4-30 19:46,哦耶owwwo,100444,四月是你的谎言
"本来想今年四月看的，结果一眨眼就五月了......
明年吧
2020/05/07",0,未评分,2026-4-30 18:15,johndooo_e,100444,四月是你的谎言
也算是在四月补完了，其实是前两天才看，根本停不下来。感觉好多年没看这种类型的番了，作画稳定的可怕，演出精彩，这些加持下故事显得更加感人肺腑。哎！青春洋溢的轰轰烈烈的14岁，怎么一转头我都踏马的快24岁了？,8,力荐,2026-4-30 01:09,木椽,100444,四月是你的谎言
入坑作，当时最后一集给我的震撼极大，苦了半个小时。,9,神作,2026-4-29 19:35,进化,100444,四月是你的谎言
没有你的四月，又要到了,8,力荐,2026-4-29 18:18,KYQANA,100444,四月是你的谎言
我还想做你的路人甲，但我们却永远见不到了,9,神作,2026-4-28 22:11,nagisa,100444,四月是你的谎言
很早之前看过的一部番，这么多年了也不敢去回味一下,8,力荐,2026-4-28 17:16,御坂10086号,100444,四月是你的谎言
涉及大人们的桥段有些差劲，椿和渡两个角色也不如武士和绘见。人物的画法在静止怼脸的时候显得很诡异。我认为主题有竞赛，成长与恋爱，但是看哪个都少股劲，因为我希望看到有马对于钢琴的态度。,7,推荐,2026-4-28 12:47,kuheq,100444,四月是你的谎言
op1神曲  催泪又治愈  薰让公生重拾钢琴 公生的重新振作又带动了其他人前进的激情  前期薰积极乐观 充满生命力的形象和后期重病在床的情景 令人泪目  青梅败犬小椿  令人心疼  本作在情感渲染这方面做得很突出  不吝惜语言去描绘人物的内心独白 很有意境也很文艺  配乐很有沉浸感  搞笑部分做得也很有趣  角色的成长线写得也不错  多次体现人物通过琴声去传达自己的情感  ep22  经过前21集的铺垫  情感决堤  整体效果很不错,8,力荐,2026-4-27 19:53,啪嗒啪嗒,100444,四月是你的谎言
重拾。,0,未评分,2026-4-27 18:07,甘川予,100444,四月是你的谎言
难以忘怀的一天啊，哪怕已经做足了心里建设，但它还是摧枯拉朽的冲垮了我的防线，埋伏了长达二十二集的大刀让我的泪水决堤一般涌出，恰到好处的感情铺垫使我狠狠的共情。你想表达的我想有好好的传达到了，生活果然没有奇迹发生啊，绝症的人最终还是没能挺过四月，但是我想宫园薰她还在，依旧在的，不必悲伤我的朋友，只要我们没有忘记，那他们的故事还会继续，四月即将过去，感谢能让我这个路人A看到这部作品，春风？春风吗，风止意难平，真是意难平啊.,9,神作,2026-4-26 21:35,天霁,100444,四月是你的谎言
毫不客气地说，本作和未闻花名一样，无论戏中人戏外人都已知存在一个马上要死的角色时，还各顾各地谈着亲情爱情事业情等无关紧要的事，使得原有的基调和情绪都蒙上了一层闹麻的韵味，再辅之莫名其妙的卡通演出，女主的早逝反倒成了剧情的工具。而抛开这一层不谈，即便女主没有离开，本作的剧情也足够无聊：亲情部分虚伪至极，男主被迫害多年最后还要沦落到爸爸妈妈你们可曾原谅他的结局；恋爱部分庸俗至极，莫名其妙的多角恋和唐突的转折让人眼前一黑；事业部分俗套至极，男主宛若行货一般任人宰割，明明钢琴都已经把他伤害成这样了还要为一群ego大爆天的小琴童扮演假想敌形象。最后一集再来个烂完的跨越时空的信，原来这一切不是人与人相逢时情感的脉脉温存，而是十几年来的精心布局，如今有马公生入我彀中！——就像夸人字写得黑一样，这片子制作不错。,7,推荐,2026-4-26 20:50,王司徒,100444,四月是你的谎言
哭死我了,9,神作,2026-4-25 22:50,大事化小蛋糕,100444,四月是你的谎言
"感动 遗憾与爱 痛苦的成长记忆被那个自己所暗恋的少女所温暖
非常值得推荐",8,力荐,2026-4-23 19:21,永生的狸猫,100444,四月是你的谎言
作为一部催泪番，我原本觉得四谎应该是“淡淡的”。但恰恰相反，它璀璨热烈，让我哭的畅快淋漓。,9,神作,2026-4-22 23:00,栗悟饭和龟波气功,100444,四月是你的谎言
头一次看恋爱悲剧番，挺感人的,9,神作,2026-4-22 18:29,锦绣山河,100444,四月是你的谎言
四月就要看四月是你的谎言（,7,推荐,2026-4-22 13:59,御宅侠,100444,四月是你的谎言
男女主的爱情过于晦涩和隐蔽，情绪塑造不够饱满，演奏场面一直在表现男主的心理障碍，以至于很难让我觉得男主钢琴弹得好听，反倒是女主因为有马而热爱音乐，与病魔抗争，帮助男主克服心理障碍让我十分感动。称得上治愈但实在称不上催泪。,6,还行,2026-4-21 00:20,timefail,100444,四月是你的谎言
OP1神，感觉在古典乐领域有一定造诣的人会看得更有感觉。“我喜欢了你十年，却用四月编织了一个我不爱你的谎言”宫园薰将有马公生拉出了那黑暗的海底，最后一集真看哭了,8,力荐,2026-4-20 19:43,柠樗,100444,四月是你的谎言
黑白的琴键，灰色的精神世界，一场看似意外的邂逅，写下了一篇彩色的青春诗歌。22集篇幅够长，几乎每个角色都有一定的篇幅来描写成长。快结束时有点意外篇中所有角色都是在一个县里认识的。看完有一种感受“爷的青春又回来了”。ps：20年因为京吹喜欢上了钢琴和管乐，阴差阳错时隔六年之久我才在这个四月补完四谎。再也没有你的春天，已经来了。,9,神作,2026-4-19 18:37,抱茜赤音是我7,100444,四月是你的谎言
哭是很好哭啦 标准催泪模板 还是挺值的看的  制作精良,7,推荐,2026-4-19 14:51,迷途猫,100444,四月是你的谎言
一般,5,不过不失,2026-4-19 12:19,Aoyama丶uuz,100444,四月是你的谎言
带着遗憾但又并不使人悲伤的作品，虽然感觉有些地方有点过了，但不得不说对于主角的心路历程的描写可谓是相当丰富而精彩。用音乐把青春期少年少女的思绪书写的淋漓尽致，让观众的心情随着音乐的律动而律动，我觉得正是这部作品的魅力所在,8,力荐,2026-4-18 21:02,Yunme,100444,四月是你的谎言
听不懂古典乐,6,还行,2026-4-18 00:29,just-luv,100444,四月是你的谎言
总评：8.2分//一部优秀的故事，看到最后不是泪崩而是一种微微一笑的释怀。ep10、ep22心中的超级神回，但是16集往后真的太矫揉造作了，一度想弃番，所幸最后一集把故事拉了回来。关键回的钢琴乐真是好听极了，搭配着画面赏心悦目。,8,力荐,2026-4-16 00:08,Zexal,100444,四月是你的谎言
"治愈番，尽管女主死了，但最后男主不再是颓废，而是感动着哭着笑着继续向前，更多的是成长。
治愈心灵的番，很不错，恋爱元素很少，人物成长方面塑造的可以，推荐。",8,力荐,2026-4-14 21:03,雪,100444,四月是你的谎言
来补个标,9,神作,2026-4-14 12:16,27n1n4_nn,100444,四月是你的谎言
弹钢琴抒情路径依赖，中间情感描写平庸，但生离死别写的还行，有缺憾但充满希望的结尾有新意,8,力荐,2026-4-14 11:04,iokm,100444,四月是你的谎言
感觉像看了一本小说，后面弹钢琴的场景基本都是比较正经的，所以后面就觉得应该不会用第一个op的音乐，也确实只是还原了画面，总感觉挺微妙的不过我也没太认真看感到微妙也挺正常吧，不知道说可以的话应该算还行还是推荐呢,7,推荐,2026-4-14 09:05,言若言,100444,四月是你的谎言
"对我来说还是比较催泪的，整体来说挺悲剧的一个故事。""用整个四月编制了一个不爱你的谎言""",9,神作,2026-4-14 00:27,awsllh,100444,四月是你的谎言
让我相信了，音乐的力量。,9,神作,2026-4-13 11:25,小野屋,100444,四月是你的谎言
补标，op永远的经典,9,神作,2026-4-13 05:22,DoHowie,100444,四月是你的谎言
纯爱天花板,10,超神作,2026-4-13 02:42,真,100444,四月是你的谎言
偷走了四月之名的作品。突然重温，只是因为偶然地看到英梨梨对这青梅竹马end赞不绝口，又恰好是四月，择日不如撞日，应着耳熟能详的anisong名曲，顺势回味了一下，但回忆的滤镜却轻轻地裂了。泣系故事，要使得其杀伤力最大化，得集中发力，让两人真正成为彼此不可取代的唯一；本作铺得很开，又是青春的热血物语，又是青梅恋情的萌芽，唯独缺了很多与她的日常，后半更是名正言顺地开始隐身，战线拖得太长，太散。琐碎的、不断被强调的回忆碎片，散文诗一般的文本，绵长且热情的演奏，越是刻意，越是清醒，无法沉浸其中。友人A和谎言的要素算是核心的创新点，可惜并没有特别精心的设计；或许体现了薰也是个心机挺重的孩子，地味子变身还是挺可爱的。音乐和影像的表现倒可圈可点，也是动画的优势了，不愧是福岛p。,7,推荐,2026-4-12 23:44,paolino,100444,四月是你的谎言
音乐绝了。,9,神作,2026-4-12 15:32,木目,100444,四月是你的谎言
抱歉我不明白好哭在哪里，一到4月就一堆人刷，但是我看的时候真一滴泪都没有(›´ω`‹),6,还行,2026-4-12 14:42,蚯蚓,100444,四月是你的谎言
如果四月有你的话，该多好啊//虽然前半段部分感情表达上有些生硬，但是瑕不掩瑜。另外恰好在学古典钢琴(，以及一些感触，私心加一分。,9,神作,2026-4-12 00:52,Paiapo,100444,四月是你的谎言
入宅番。虽然对于剧中人物的情感有些用力过度，但是离别/恋爱/青春本来就是需要用力过度的主题。,8,力荐,2026-4-11 17:53,Tiger1218,100444,四月是你的谎言
"破碎的事物能让人感受到失去之后的怅然
结局让我怅然好几天，甚至想写个同人小说来弥补，后劲感太强了",8,力荐,2026-4-11 00:42,暙黡DLsmaI,100444,四月是你的谎言
本片中印象最深刻的一句话，是公生因为自身心理阴影而完全放弃伴奏时，薰在台上对男主说的那一句''again''。由这一句again，让公生重新为了某人去演奏。慢慢地，薰帮公生完成了他对母亲对钢琴的和解，公生陪薰做完了她生命中最后一场美梦，我很喜欢这样相互救赎的故事。//本片偏文艺，大部分集数都是通过纯粹的演奏来表现人物，却将演奏者的心境与信念展现得很透彻，可见其演出功底，横山克的音乐也是听出感情来了。//评价结局我烦恼了挺久，并非是我想象中的苦情戏，而是让观众的视角落于四月之前的薰，于温馨中落幕，这点很好。但是，动画对此没有任何铺垫和伏笔，甚至只花了半集去讲述这些，多少有种匆匆点题的感受，导致情绪没跟上来，心中难免有些落差。不过，四谎也依然是一部适合留在回忆里细细品味的番,8,力荐,2026-4-10 23:45,Freezzz,100444,四月是你的谎言
前半梦到啥说啥，各种工具人，弹钢琴看的吐血，真欣赏不来心境变化 这是对看番的我的惩罚吧，后半尚可,5,不过不失,2026-4-10 12:49,青,100444,四月是你的谎言
"一部非常优秀的日常音乐番，讲述了沉重的过去+欢快向上的经历+打击与成长+最终乌云褪去后的光明前景的青春故事。在讲述了悲伤的故事的同时也用了大量的q版人物动画和夸张诙谐手法时不时缓解一下气氛。
整部剧围绕的重点是音乐，因此场景普遍文艺一些，各种环境上的、音乐上的细节暗喻偏多，基本上没有编剧监督自娱自乐做出来的被浪费掉的重点特写。
最终的结局可能女主无了难以接受，但能看到男主和青梅竹马最终走到一起并且男主获得成长继续在音乐和生活上前进，结局终究是光明的，是治愈的……有些时候命数已定，大家都是普通人而非超英……
最终就让我们学习整部剧传达的核心思想“为了某种目的或者某个人或物——当然最终都要为了自己，去学会接受失去继续前进”，度过一个可能不断在失去的一个又一个的四月！",8,力荐,2026-4-9 21:13,某科学的理所当然,100444,四月是你的谎言
这感动永远不会忘记,10,超神作,2026-4-9 01:31,qwerty,100444,四月是你的谎言
为了我第一首学会的日语歌多打一星,9,神作,2026-4-8 23:14,uru_official,100444,四月是你的谎言
"文笔真好，写的太美了。修正失格，回忆多节奏差，前拖沓后面赶，纵使有种种缺点，她带给我的感动是真实的，我不会辜负我的心意。
曾经沧海难为水，
除却巫山不是云。
取次花丛懒回顾，
半缘修道半缘君。",8,力荐,2026-4-8 14:14,龙升俘虏久美子,100444,四月是你的谎言
我哭泣了,0,未评分,2026-4-8 10:38,Free,100444,四月是你的谎言
这是我认为动画该有的样子，一个难忘的故事框架，用音乐这一传达情绪的桥梁构建长檩，再用文艺惊艳却刻骨铭心的台词搭好椽条，铺以无数细碎回忆和瞬间的瓦片，再由精良的作画涂上漂亮的油漆。我喜欢精致的房子，但还是要看里面的情况：用一个象征美好的角色死亡，换来主角完整的成长弧光，似乎在告诉观众什么道理，又似乎提醒观众什么事实。一场温柔又平静的悲剧，悄悄为作品赋予了现实主义的厚重，让它不仅是消遣与娱乐，也是一段能被长久记住的的人生隐喻。,9,神作,2026-4-8 08:47,虹夏小姐的缎带,100444,四月是你的谎言
没有你的春天，又要来了,9,神作,2026-4-7 11:43,FreeFunk,100444,四月是你的谎言
好久以前看的。比起独奏的小提琴，我还是更喜欢乐团的声音。,8,力荐,2026-4-6 03:33,233fxr,100444,四月是你的谎言
又是没有你的四月,10,超神作,2026-4-5 22:48,bohemia,100444,四月是你的谎言
没有熏的四月到了,7,推荐,2026-4-5 18:48,Ilya,100444,四月是你的谎言
依旧过誉,5,不过不失,2026-4-5 17:43,傲娇的订书机,100444,四月是你的谎言
op祭出，死伤无数。4月的刀子我1月吞。,9,神作,2026-4-5 17:42,Czflying,100444,四月是你的谎言
神作,10,超神作,2026-4-5 03:09,木偶,100444,四月是你的谎言
2026-04-04 | 无以言表,9,神作,2026-4-4 21:52,Rei,100444,四月是你的谎言
入宅作,9,神作,2026-4-4 20:41,Lynn,100444,四月是你的谎言
bgm好听。但是故事不感动，不催泪，かおり要隐瞒喜欢就隐瞒到底，不懂死了又挑明干嘛，二次伤害吗？角色全都是工具人，用于成就男主，让男主成长。,6,还行,2026-4-4 16:30,luluya,100444,四月是你的谎言
入坑作?,10,超神作,2026-4-4 10:38,Richardo.lu,100444,四月是你的谎言
这个月又是四月了唉，纯爱无敌非常推荐去看我影响最深的一句话就是我喜欢你10年却用一整个四月编造一个不喜欢你的谎言,10,超神作,2026-4-4 08:40,Zelin-mahiru,100444,四月是你的谎言
22集就是能写出细节的东西啊情感描写特别细腻啊，成长也特别清晰，能火真的有质量上的原因的,8,力荐,2026-4-4 00:14,秋笙声,100444,四月是你的谎言
感觉像24秋,0,未评分,2026-4-3 23:11,ctheb,100444,四月是你的谎言
"好看的好看的，好清新啊，我怎么感觉没太刀啊，看标题就知道小薰最后会死，所以每一集都是生命倒计时吧。还是有点太文艺了，片是好片，但是山猪吃不来细糠desuwa ​​​
ohno小椿好像我啊",7,推荐,2026-4-3 21:25,歪比歪比,100444,四月是你的谎言
四月是我们的谎言,10,超神作,2026-4-3 21:12,只是羊驼,100444,四月是你的谎言
希望这次4月能把这番看完，第五次了啊,0,未评分,2026-4-3 20:27,氨氯,100444,四月是你的谎言
"359 6946
2025.11.18-2026.3.5",10,超神作,2026-4-3 02:07,平泽唯唯,100444,四月是你的谎言
转眼又到四月了……,0,未评分,2026-4-3 00:04,xung,100444,四月是你的谎言
又是人间四月天,8,力荐,2026-4-2 06:38,FoxSun,100444,四月是你的谎言
四月又来了（2026.4.1完成）,7,推荐,2026-4-2 06:05,MJUNM,100444,四月是你的谎言
没有你的四月，就要来了,9,神作,2026-4-1 23:55,Voyager星辰,100444,四月是你的谎言
作为样板悲剧来说挺不错的,8,力荐,2026-4-1 22:55,kanra,100444,四月是你的谎言
有的爱是轻浮的，可以随意从唇齿间吐露；但也有爱是沉重的，甚至让被爱的人感到压力、迷惘。公生接受的是后一种爱。于是在人生的前半段，他走了很长的路，才剥开一层层带刺的外壳，感受到母亲藏在尖锐言语下的希冀的爱；又让薰等了太久太久，才从谎言的外衣下寻觅到少女纯真的向往的爱，哪怕为时已晚。可是，恰恰这些爱太过厚重，以至于公生甚至需要学着如何回应，甚至是在告别中逐渐习惯于一边失去、一边用成长告诉爱自己的人即使放手，自己也会独立地生活，享受弹琴；即使离开，自己也不会忘记曾经相处的时光，一同看过的夜晚与星空。我很喜欢结尾选择的时点，薰在信件中表白心意，公生借由鼓励重启人生，椿在迷惘中确定方向，即使此时此刻，每个人都仍有遗憾乃至仍被困扰。但那些人生中支持我们的或多或少的爱，总会以我们意想不到的模样——甚至是我们不曾期待的样子——带给我们继续前行的一点点力量。,8,力荐,2026-4-1 20:00,派客人,100444,四月是你的谎言
啊啊啊她有多美她有多好我多不配，事没讲几句就开始吟诗，因为不会用剧情呈现人物就摁在那呻吟给观众洗脑她如何如何，反向证明矫揉造作空洞无物的诗吟的再好也掩盖不了老套无聊毫无技巧一眼到头的内容。//最后一集更是令人难绷，当我下意识认为标题的谎言大概是薰本人或者之类的意象时，结果你告诉我谎言是她究竟喜欢谁！？就这句话四谎在我心目中直接从一个原本老套的故事变成了一个俗套的故事，这谁看不出来？这么直白地在结尾郑重其事地点出来是一个哪怕只有半点文学素养的人能写出来的吗？全篇一股文青味最后升华都整不明白真笑了，看来这谁也知道臭看番的更关心什么啊。//最后看完四谎我只流了一滴眼泪，是为有马公生直到喜欢的女孩死了也不告白的勇气，还有，哈哈哈，有马公生。,5,不过不失,2026-4-1 19:00,akemihira,100444,四月是你的谎言
几年前看了几集，受不了画风。,0,未评分,2026-4-1 10:07,loiuyis,100444,四月是你的谎言
"二刷/那个樱花纷飞的季节里，少女用一个温柔的谎言，将自己安放于“朋友”的位置。她不敢直言喜欢，只因知晓自己终将如樱花般飘零。于是她选择成为一阵风——吹散少年心头的阴霾，推着他走向那片他曾畏惧的音乐原野。
公生的琴声，最初困于母亲的诅咒，后来是薰的救赎。他在黑白键上挣扎、逃避，最终在泪水与汗水中明白：母亲的爱，本就藏在那些严厉的节拍里。当“听不见”的魔咒被打破，当他在心中对母亲说出“我很幸福”时，诅咒终于转为祝福。薰的生命如烟花般短暂，却因倾尽全力地燃烧而永恒。她在公生的心里种下了自己的灵魂，每一次迷茫时，被她的声音都在耳边回响。那未曾说出口的告白，终于化作春风吹过，樱花如雪般落下。黑猫在道口回望，随即消失在春风的尽头。公生抬起头，身边是愿意陪他走下去的人。虽处于你不在的四月，但那些藏在谎言背后的真心，早已化作永恒的春天，在他的生命中，永不凋零。",7,推荐,2026-4-1 07:39,にじけん@天の芸,100444,四月是你的谎言
制作优秀，但问题很大；剧情展开的很公式化，公式化不代表不好，公式讲的好一样可以很nice，本作的问题就出在讲故事上，剧情的叙事仿佛沉浸在自我感动之中，完全忽视了对于角色情绪的爆发没有做出足够的前情铺垫，自说自话，无视周围。观众虽然看得懂剧情想表达什么，却没有情感上的共鸣，男主开始参加演奏后集数，这个问题开始好转。全部看完之后，还是篇幅短故事进度赶的问题，好在把主要的都讲出来了，算是做出了个优秀解；不得不说这番激励的话语多到振奋人心，简直是心情失落时的良药。ps：宫园香织的塑造令人炫目。,0,未评分,2026-3-31 01:53,漫不经心nico,100444,四月是你的谎言
歌太出圈。这部作品也出圈，各种神奇MV里面都有它，导致有点PTSD。不过本质是优秀的，砂糖刀子并存。,7,推荐,2026-3-30 23:17,风祝,100444,四月是你的谎言
"耳机还是苹果以前那种老式的
第一集为什么要让主角去，刚偷拍女主，
还拉着他手去，
而且女主是找主角朋友约会的，
可能就是性格比较好吧
女主咋知道男主会弹琴的，
难道一开目标就是男主吗
第6集这个脚特写的比例不对吧，
都比男主大腿粗
椿.
说出来了啊椿
果然让我猜对了啊。
话说男主小时候真是影响了不少人啊",8,力荐,2026-3-30 22:35,小孤独,100444,四月是你的谎言
比较少的看哭的一部番，很多人都说心疼女二什么的，但我真的就是很喜欢女主，心疼女主，那个男主我不怎么喜欢，她真的是一个很好的小女孩呀,0,未评分,2026-3-30 02:40,kanro,100444,四月是你的谎言
感觉三年前看的话会更有感觉一点,9,神作,2026-3-29 23:16,SKADI1109,100444,四月是你的谎言
这才是真正的催泪番的模范，所有人都认为女主和病魔的对抗能得到胜利，两个人就应该健健康康白头偕老呀混蛋,8,力荐,2026-3-29 21:11,好随便的名字,100444,四月是你的谎言
"超喜欢这作的音乐，无论是插曲还是oped，尤其描写人物内心时的钢琴+人物独白太有感觉了，我心中的顶级氛围作
表面上是朋友们拯救男主，实际男主也让朋友们能更进一步，让薰最后的时光绽放光芒，能不留下遗憾地离开。从某种意义上来说，离开也是新的开始——带着故人留给自己的那份耀眼的光芒，勇敢地继续前行吧",10,超神作,2026-3-29 02:32,17lwl,100444,四月是你的谎言
神,10,超神作,2026-3-27 20:18,altria,100444,四月是你的谎言
情怀加成给个8分,8,力荐,2026-3-26 21:37,小木曾雪菜,100444,四月是你的谎言
"神，不管是配乐还是剧情
作为一个当年得过大奖后来放弃钢琴的人来说非常能够共情男主。。看完之后我又重新振作起来了，也许是薰的原因在鼓励我吧

不好看，泪水模糊的看不清屏幕。我不想再看第二遍。",9,神作,2026-3-25 13:22,Akira,100444,四月是你的谎言
非常治愈的剧情。好评送上,8,力荐,2026-3-23 02:14,loglook,100444,四月是你的谎言
小时候看得神作,9,神作,2026-3-22 00:46,此用户已删除LMUR,100444,四月是你的谎言
25.4.1重刷经典,8,力荐,2026-3-21 12:34,myqueen,100444,四月是你的谎言
前期真压抑呢,7,推荐,2026-3-20 23:28,林恩,100444,四月是你的谎言
我喜欢你了十年，却用了整个四月编织了一个我不爱你的谎言。,10,超神作,2026-3-20 18:45,violet,100444,四月是你的谎言
太刀了，真受不了,9,神作,2026-3-20 17:40,Violet Evergarden,100444,四月是你的谎言
“没有你的春天到来了。”虽说宫园薰和有马公生的故事是整部番的“大梗”，但总体来看却是一部群像剧，每个角色都有自己的成长。所有角色都能闪闪发光，但也使得宫园薰的故事线稍许暗淡无光，男主和薰之间的关系毫无疑问和观众是割裂的，观众怎么看都是两情相悦，但是男主和女主关系中间一定要插上一位男二，男主成了“友人A”，女主说出了“四月的谎言”，这种情况的出现没有一种合理的解释（只能用女主一开始的傲娇导致的误会，然后将错就错，最后在结局互相坦诚的行动逻辑来解释），比较割裂，好在最后的情绪流和男主面对两次失去身边人的成长为这部番做了不错的收尾。成也群像，败也群像。,7,推荐,2026-3-17 13:42,御手洗洁,100444,四月是你的谎言
剧情慢,7,推荐,2026-3-16 13:22,叫我欧尼酱,100444,四月是你的谎言
感人的故事 4月又要来了,10,超神作,2026-3-16 00:08,在世界中心呼喚愛的野獸 ..,100444,四月是你的谎言
剧情还是不错的，但男主弹不了那段过于长了，疲劳了，显得矫情，后面还是很不错的，op我也非常喜欢,7,推荐,2026-3-15 05:15,joint_lines,100444,四月是你的谎言
可惜，我觉得不够精彩。不过治愈系作品能感动你对你来说就是好作品。（其实我觉得用三狮的风格做这部我会比较喜欢。）,7,推荐,2026-3-14 13:45,陀思妥曼尼可夫,100444,四月是你的谎言
四谎。。。时隔这么久了，怎么说呢，早就被记忆晕染成并非它本来的样子了，音乐，cosplay，OST，摄像，还有更多的，对于真实人生的参与，怎么说呢，虽然远不到唯一地地步，就像你的人生的某一两年一样，长大了再不喜欢总不能就可以简简单单忘记的吧。,10,超神作,2026-3-12 15:23,曦曦123,100444,四月是你的谎言
